,序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注,countOfCity
1200,2296,达州职业技术学院,4151012767,四川省,达州市,专科,,2
1201,2297,四川托普信息技术职业学院,4151012963,四川省教育厅,成都市,专科,民办,29
1202,2298,四川国际标榜职业学院,4151012964,四川省教育厅,成都市,专科,民办,29
1203,2299,成都农业科技职业学院,4151012965,四川省,成都市,专科,,29
1204,2300,宜宾职业技术学院,4151012966,四川省,宜宾市,专科,,1
1205,2301,泸州职业技术学院,4151012967,四川省,泸州市,专科,,5
1206,2302,眉山职业技术学院,4151012968,四川省,眉山市,专科,,5
1207,2303,四川职业技术学院,4151012970,四川省,遂宁市,专科,,1
1208,2304,乐山职业技术学院,4151013048,四川省,乐山市,专科,,1
1209,2305,雅安职业技术学院,4151013049,四川省,雅安市,专科,,1
1210,2306,四川商务职业学院,4151013812,四川省,成都市,专科,,29
1211,2307,四川司法警官职业学院,4151013813,四川省,德阳市,专科,,7
1212,2308,广安职业技术学院,4151013814,四川省,广安市,专科,,1
1213,2309,四川信息职业技术学院,4151013815,四川省,广元市,专科,,3
1214,2310,四川文化传媒职业学院,4151014004,四川省教育厅,成都市,专科,民办,29
1215,2311,四川华新现代职业学院,4151014005,四川省教育厅,成都市,专科,民办,29
1216,2312,四川铁道职业学院,4151014006,四川省,成都市,专科,,29
1217,2313,四川艺术职业学院,4151014007,四川省,成都市,专科,,29
1218,2314,四川中医药高等专科学校,4151014010,四川省,绵阳市,专科,,6
1219,2315,四川科技职业学院,4151014070,四川省教育厅,成都市,专科,民办,29
1220,2316,四川文化产业职业学院,4151014086,四川省,成都市,专科,,29
1221,2317,四川财经职业学院,4151014091,四川省,成都市,专科,,29
1222,2318,四川城市职业学院,4151014175,四川省教育厅,成都市,专科,民办,29
1223,2319,四川现代职业学院,4151014176,四川省教育厅,成都市,专科,民办,29
1224,2320,四川幼儿师范高等专科学校,4151014221,四川省,绵阳市,专科,,6
1225,2321,四川长江职业学院,4151014323,四川省教育厅,成都市,专科,民办,29
1226,2322,四川三河职业学院,4151014386,四川省教育厅,泸州市,专科,民办,5
1227,2323,川北幼儿师范高等专科学校,4151014393,四川省,广元市,专科,,3
1228,2324,四川卫生康复职业学院,4151014409,四川省,自贡市,专科,,2
1229,2325,四川汽车职业技术学院,4151014411,四川省教育厅,绵阳市,专科,民办,6
1230,2326,巴中职业技术学院,4151014483,四川省教育厅,巴中市,专科,民办,1
1231,2327,四川希望汽车职业学院,4151014484,四川省教育厅,资阳市,专科,民办,3
1232,2328,四川电子机械职业技术学院,4151014485,四川省教育厅,绵阳市,专科,民办,6
1233,2329,四川文轩职业学院,4151014486,四川省教育厅,成都市,专科,民办,29
1234,2330,川南幼儿师范高等专科学校,4151014496,四川省,内江市,专科,,3
1235,2331,四川护理职业学院,4151014513,四川省,德阳市,专科,,7
1236,2332,成都工业职业技术学院,4151014514,四川省,成都市,专科,,29
1237,2333,四川西南航空职业学院,4151014515,四川省教育厅,成都市,专科,民办,29
1238,2334,成都工贸职业技术学院,4151014547,四川省,成都市,专科,,29
1239,2335,四川应用技术职业学院,4151014548,四川省教育厅,凉山彝族自治州,专科,民办,2
1240,2336,西昌民族幼儿师范高等专科学校,4151014629,四川省,凉山彝族自治州,专科,,2
1241,2337,眉山药科职业学院,4151014640,四川省教育厅,眉山市,专科,民办,5
1242,2338,天府新区信息职业学院,4151014641,四川省教育厅,眉山市,专科,民办,5
1243,2339,德阳城市轨道交通职业学院,4151014642,四川省教育厅,德阳市,专科,民办,7
1244,2340,德阳科贸职业学院,4151014643,四川省教育厅,德阳市,专科,民办,7
1245,2341,江阳城建职业学院,4151014644,四川省教育厅,泸州市,专科,民办,5
1246,2342,天府新区航空旅游职业学院,4151014645,四川省教育厅,眉山市,专科,民办,5
1247,2343,天府新区通用航空职业学院,4151014646,四川省教育厅,眉山市,专科,民办,5
1248,2344,阿坝职业学院,4151014647,四川省,阿坝藏族羌族自治州,专科,,1
1249,2345,达州中医药职业学院,4151014669,四川省,达州市,专科,,2
1250,2346,内江卫生与健康职业学院,4151014670,四川省,内江市,专科,,3
1251,2347,南充科技职业学院,4151014671,四川省教育厅,南充市,专科,民办,4
1252,2348,攀枝花攀西职业学院,4151014672,四川省教育厅,攀枝花市,专科,民办,2
1253,2349,资阳口腔职业学院,4151014673,四川省教育厅,资阳市,专科,民办,3
1254,2350,资阳环境科技职业学院,4151014674,四川省教育厅,资阳市,专科,民办,3
1255,2351,南充文化旅游职业学院,4151014728,四川省,南充市,专科,,4
1256,2352,南充电影工业职业学院,4151014729,四川省教育厅,南充市,专科,民办,4
1257,2353,绵阳飞行职业学院,4151014730,四川省教育厅,绵阳市,专科,民办,6
1258,2354,德阳农业科技职业学院,4151014731,四川省教育厅,德阳市,专科,民办,7
1259,2355,泸州医疗器械职业学院,4151014732,四川省教育厅,泸州市,专科,民办,5
1260,2356,甘孜职业学院,4151014767,四川省,甘孜藏族自治州,专科,,1
1261,2357,自贡职业技术学院,4151014768,四川省教育厅,自贡市,专科,民办,2
1262,2358,广元中核职业技术学院,4251050881,四川省教育厅,广元市,专科,民办,3
1263,2359,四川体育职业学院,4251051351,四川省,成都市,专科,,29
1264,2389,黔南民族医学高等专科学校,4152011663,贵州省,黔南布依族苗族自治州,专科,,8
1265,2390,贵州交通职业技术学院,4152012222,贵州省,贵阳市,专科,,19
1266,2391,贵州航天职业技术学院,4152012223,贵州省,遵义市,专科,,3
1267,2392,贵州电子信息职业技术学院,4152012336,贵州省,黔东南苗族侗族自治州,专科,,2
1268,2393,安顺职业技术学院,4152012821,贵州省,安顺市,专科,,2
1269,2394,黔东南民族职业技术学院,4152012822,贵州省,黔东南苗族侗族自治州,专科,,2
1270,2395,黔南民族职业技术学院,4152012823,贵州省,黔南布依族苗族自治州,专科,,8
1271,2396,遵义职业技术学院,4152012824,贵州省,遵义市,专科,,3
1272,2397,贵州城市职业学院,4152012850,贵州省教育厅,贵阳市,专科,民办,19
1273,2398,贵州工业职业技术学院,4152013052,贵州省,贵阳市,专科,,19
1274,2399,贵州电力职业技术学院,4152013053,贵州省,贵阳市,专科,,19
1275,2400,六盘水职业技术学院,4152013054,贵州省,六盘水市,专科,,2
1276,2401,铜仁职业技术学院,4152013055,贵州省,铜仁市,专科,,4
1277,2402,黔西南民族职业技术学院,4152013817,贵州省,黔西南布依族苗族自治州,专科,,1
1278,2403,贵州轻工职业技术学院,4152013818,贵州省,贵阳市,专科,,19
1279,2404,遵义医药高等专科学校,4152014011,贵州省,遵义市,专科,,3
1280,2405,贵阳职业技术学院,4152014129,贵州省,贵阳市,专科,,19
1281,2406,毕节职业技术学院,4152014198,贵州省,毕节市,专科,,5
1282,2407,贵州职业技术学院,4152014252,贵州省,贵阳市,专科,,19
1283,2408,贵州盛华职业学院,4152014371,贵州省教育厅,黔南布依族苗族自治州,专科,民办,8
1284,2409,贵州工商职业学院,4152014412,贵州省教育厅,贵阳市,专科,民办,19
1285,2410,贵阳幼儿师范高等专科学校,4152014469,贵州省,贵阳市,专科,,19
1286,2411,铜仁幼儿师范高等专科学校,4152014470,贵州省,铜仁市,专科,,4
1287,2412,黔南民族幼儿师范高等专科学校,4152014497,贵州省,黔南布依族苗族自治州,专科,,8
1288,2413,毕节医学高等专科学校,4152014499,贵州省,毕节市,专科,,5
1289,2414,贵州建设职业技术学院,4152014516,贵州省,贵阳市,专科,,19
1290,2415,毕节幼儿师范高等专科学校,4152014538,贵州省,毕节市,专科,,5
1291,2416,贵州农业职业学院,4152014549,贵州省,贵阳市,专科,,19
1292,2417,贵州工程职业学院,4152014558,贵州省教育厅,铜仁市,专科,民办,4
1293,2418,贵州工贸职业学院,4152014559,贵州省教育厅,毕节市,专科,民办,5
1294,2419,贵州水利水电职业技术学院,4152014577,贵州省,贵阳市,专科,,19
1295,2420,贵州电子商务职业技术学院,4152014578,贵州省,贵阳市,专科,,19
1296,2421,贵州应用技术职业学院,4152014579,贵州省教育厅,黔南布依族苗族自治州,专科,民办,8
1297,2422,贵州电子科技职业学院,4152014580,贵州省,贵阳市,专科,,19
1298,2423,贵州装备制造职业学院,4152014613,贵州省,贵阳市,专科,,19
1299,2424,贵州健康职业学院,4152014614,贵州省,铜仁市,专科,,4
1300,2425,贵州食品工程职业学院,4152014615,贵州省,贵阳市,专科,,19
1301,2426,贵州经贸职业技术学院,4152014616,贵州省,黔南布依族苗族自治州,专科,,8
1302,2427,贵州护理职业技术学院,4152014617,贵州省,黔南布依族苗族自治州,专科,,8
1303,2428,六盘水幼儿师范高等专科学校,4152014630,贵州省,六盘水市,专科,,2
1304,2429,毕节工业职业技术学院,4152014648,贵州省,毕节市,专科,,5
1305,2430,贵州机电职业技术学院,4152014733,贵州省,黔南布依族苗族自治州,专科,,8
1306,2431,贵州财经职业学院,4152014734,贵州省,贵阳市,专科,,19
1307,2432,贵州民用航空职业学院,4152014735,贵州省教育厅,安顺市,专科,民办,2
1308,2433,贵州文化旅游职业学院,4152014769,贵州省,贵阳市,专科,,19
1309,2434,贵州航空职业技术学院,4252050963,贵州省,贵阳市,专科,,19
1310,2467,昆明冶金高等专科学校,4153011557,云南省,昆明市,专科,,32
1311,2468,云南国土资源职业学院,4153012349,云南省,昆明市,专科,,32
1312,2469,云南交通职业技术学院,4153012357,云南省,昆明市,专科,,32
1313,2470,昆明工业职业技术学院,4153012393,云南省,昆明市,专科,,32
1314,2471,云南农业职业技术学院,4153012555,云南省,昆明市,专科,,32
1315,2472,云南司法警官职业学院,4153012556,云南省,昆明市,专科,,32
1316,2473,云南文化艺术职业学院,4153012558,云南省,昆明市,专科,,32
1317,2474,云南体育运动职业技术学院,4153012559,云南省,昆明市,专科,,32
1318,2475,云南科技信息职业学院,4153012825,云南省教育厅,昆明市,专科,民办,32
1319,2476,西双版纳职业技术学院,4153012826,云南省,西双版纳傣族自治州,专科,,1
1320,2477,昆明艺术职业学院,4153012851,云南省教育厅,昆明市,专科,民办,32
1321,2478,玉溪农业职业技术学院,4153012971,云南省,玉溪市,专科,,1
1322,2479,云南能源职业技术学院,4153013136,云南省,曲靖市,专科,,3
1323,2480,云南国防工业职业技术学院,4153013756,云南省,昆明市,专科,,32
1324,2481,云南机电职业技术学院,4153013757,云南省,昆明市,专科,,32
1325,2482,云南林业职业技术学院,4153013758,云南省,昆明市,专科,,32
1326,2483,云南城市建设职业学院,4153013759,云南省教育厅,昆明市,专科,民办,32
1327,2484,云南工程职业学院,4153013761,云南省教育厅,昆明市,专科,民办,32
1328,2485,曲靖医学高等专科学校,4153014012,云南省,曲靖市,专科,,3
1329,2486,楚雄医药高等专科学校,4153014013,云南省,楚雄彝族自治州,专科,,2
1330,2487,保山中医药高等专科学校,4153014014,云南省,保山市,专科,,1
1331,2488,丽江师范高等专科学校,4153014015,云南省,丽江市,专科,,1
1332,2489,德宏师范高等专科学校,4153014016,云南省,德宏傣族景颇族自治州,专科,,2
1333,2490,云南新兴职业学院,4153014032,云南省教育厅,昆明市,专科,民办,32
1334,2491,云南锡业职业技术学院,4153014130,云南省,红河哈尼族彝族自治州,专科,,2
1335,2492,云南经贸外事职业学院,4153014212,云南省教育厅,昆明市,专科,民办,32
1336,2493,云南三鑫职业技术学院,4153014239,云南省教育厅,文山壮族苗族自治州,专科,民办,1
1337,2494,德宏职业学院,4153014253,云南省,德宏傣族景颇族自治州,专科,,2
1338,2495,云南商务职业学院,4153014317,云南省教育厅,昆明市,专科,民办,32
1339,2496,昆明卫生职业学院,4153014372,云南省教育厅,昆明市,专科,民办,32
1340,2497,云南现代职业技术学院,4153014373,云南省,楚雄彝族自治州,专科,,2
1341,2498,云南旅游职业学院,4153014381,云南省,昆明市,专科,,32
1342,2499,红河卫生职业学院,4153014413,云南省,红河哈尼族彝族自治州,专科,,2
1343,2500,云南外事外语职业学院,4153014415,云南省教育厅,昆明市,专科,民办,32
1344,2501,大理农林职业技术学院,4153014487,云南省,大理白族自治州,专科,,2
1345,2502,公安消防部队高等专科学校,4153014534,应急管理部,昆明市,专科,,32
1346,2503,云南财经职业学院,4153014550,云南省,昆明市,专科,,32
1347,2504,昆明铁道职业技术学院,4153014581,云南省,昆明市,专科,,32
1348,2505,昭通卫生职业学院,4153014582,云南省,昭通市,专科,,1
1349,2506,大理护理职业学院,4153014583,云南省,大理白族自治州,专科,,2
1350,2507,云南水利水电职业学院,4153014584,云南省,昆明市,专科,,32
1351,2508,云南轻纺职业学院,4153014618,云南省,昆明市,专科,,32
1352,2509,云南特殊教育职业学院,4153014619,云南省,昆明市,专科,,32
1353,2510,云南工贸职业技术学院,4153014620,云南省,昆明市,专科,,32
1354,2511,云南交通运输职业学院,4153014621,云南省,昆明市,专科,,32
1355,2512,昆明幼儿师范高等专科学校,4153014631,云南省,昆明市,专科,,32
1356,2513,云南医药健康职业学院,4153014649,云南省教育厅,昆明市,专科,民办,32
1357,2514,云南理工职业学院,4153014675,云南省教育厅,昆明市,专科,民办,32
1358,2515,曲靖职业技术学院,4153014676,云南省,曲靖市,专科,,3
1359,2516,红河职业技术学院,4153014736,云南省,红河州,专科,,1
1360,2521,西藏警官高等专科学校,4154010692,西藏自治区,拉萨市,专科,,3
1361,2522,拉萨师范高等专科学校,4154012481,西藏自治区,拉萨市,专科,,3
1362,2523,西藏职业技术学院,4154014085,西藏自治区,拉萨市,专科,,3
1363,2581,陕西工业职业技术学院,4161010828,陕西省,咸阳市,专科,,6
1364,2582,杨凌职业技术学院,4161010966,陕西省,咸阳市,专科,,6
1365,2583,西安电力高等专科学校,4161011826,陕西省,西安市,专科,,19
1366,2584,陕西能源职业技术学院,4161012510,陕西省,咸阳市,专科,,6
1367,2585,陕西国防工业职业技术学院,4161012827,陕西省,西安市,专科,,19
1368,2586,西安航空职业技术学院,4161012828,陕西省,西安市,专科,,19
1369,2587,陕西财经职业技术学院,4161012829,陕西省,咸阳市,专科,,6
1370,2588,陕西交通职业技术学院,4161012830,陕西省,西安市,专科,,19
1371,2589,陕西职业技术学院,4161012831,陕西省,西安市,专科,,19
1372,2590,西安高新科技职业学院,4161013122,陕西省教育厅,西安市,专科,民办,19
1373,2591,西安城市建设职业学院,4161013124,陕西省教育厅,西安市,专科,民办,19
1374,2592,陕西铁路工程职业技术学院,4161013566,陕西省,渭南市,专科,,2
1375,2593,宝鸡职业技术学院,4161013567,陕西省,宝鸡市,专科,,4
1376,2594,陕西航空职业技术学院,4161013568,陕西省,汉中市,专科,,2
1377,2595,陕西电子信息职业技术学院,4161013570,陕西省教育厅,西安市,专科,民办,19
1378,2596,陕西邮电职业技术学院,4161013736,陕西省,咸阳市,专科,,6
1379,2597,西安海棠职业学院,4161013737,陕西省教育厅,西安市,专科,民办,19
1380,2598,西安健康工程职业学院,4161013739,陕西省教育厅,西安市,专科,民办,19
1381,2599,陕西警官职业学院,4161013819,陕西省,西安市,专科,,19
1382,2600,陕西经济管理职业技术学院,4161013932,陕西省,西安市,专科,,19
1383,2601,西安铁路职业技术学院,4161013945,陕西省,西安市,专科,,19
1384,2602,咸阳职业技术学院,4161013946,陕西省,咸阳市,专科,,6
1385,2603,西安职业技术学院,4161013947,陕西省,西安市,专科,,19
1386,2604,商洛职业技术学院,4161013948,陕西省,商洛市,专科,,1
1387,2605,汉中职业技术学院,4161013949,陕西省,汉中市,专科,,2
1388,2606,延安职业技术学院,4161013950,陕西省,延安市,专科,,1
1389,2607,渭南职业技术学院,4161013951,陕西省,渭南市,专科,,2
1390,2608,安康职业技术学院,4161013952,陕西省,安康市,专科,,1
1391,2609,铜川职业技术学院,4161013953,陕西省,铜川市,专科,,1
1392,2610,陕西青年职业学院,4161014028,陕西省,西安市,专科,,19
1393,2611,陕西工商职业学院,4161014029,陕西省,西安市,专科,,19
1394,2612,陕西旅游烹饪职业学院,4161014031,陕西省教育厅,西安市,专科,民办,19
1395,2613,西安医学高等专科学校,4161014222,陕西省教育厅,西安市,专科,民办,19
1396,2614,榆林职业技术学院,4161014318,陕西省,榆林市,专科,,2
1397,2615,陕西艺术职业学院,4161014488,陕西省,西安市,专科,,19
1398,2616,神木职业技术学院,4161014650,陕西省,神木市,专科,,1
1399,2617,宝鸡三和职业学院,4161014651,陕西省教育厅,宝鸡市,专科,民办,4
1400,2618,榆林能源科技职业学院,4161014737,陕西省教育厅,榆林市,专科,民办,2
1401,2619,宝鸡中北职业学院,4161014770,陕西省教育厅,宝鸡市,专科,民办,4
1402,2620,陕西机电职业技术学院,4261050084,陕西省,宝鸡市,专科,,4
1403,2643,陇南师范高等专科学校,4162011806,甘肃省,陇南市,专科,,1
1404,2644,定西师范高等专科学校,4162011808,甘肃省,定西市,专科,,1
1405,2645,甘肃建筑职业技术学院,4162012511,甘肃省,兰州市,专科,,11
1406,2646,酒泉职业技术学院,4162012539,甘肃省,酒泉市,专科,,1
1407,2647,兰州外语职业学院,4162012832,甘肃省教育厅,兰州市,专科,民办,11
1408,2648,兰州职业技术学院,4162012833,甘肃省,兰州市,专科,,11
1409,2649,甘肃警察职业学院,4162012834,甘肃省,兰州市,专科,,11
1410,2650,甘肃林业职业技术学院,4162012835,甘肃省,天水市,专科,,3
1411,2651,甘肃工业职业技术学院,4162012836,甘肃省,天水市,专科,,3
1412,2652,武威职业学院,4162013518,甘肃省,武威市,专科,,2
1413,2653,甘肃交通职业技术学院,4162013519,甘肃省,兰州市,专科,,11
1414,2654,甘肃农业职业技术学院,4162013954,甘肃省,兰州市,专科,,11
1415,2655,甘肃畜牧工程职业技术学院,4162013955,甘肃省,武威市,专科,,2
1416,2656,甘肃钢铁职业技术学院,4162014131,甘肃省,嘉峪关市,专科,,1
1417,2657,甘肃机电职业技术学院,4162014319,甘肃省,天水市,专科,,3
1418,2658,甘肃有色冶金职业技术学院,4162014375,甘肃省,金昌市,专科,,1
1419,2659,白银矿冶职业技术学院,4162014376,甘肃省,白银市,专科,,2
1420,2660,甘肃卫生职业学院,4162014517,甘肃省,兰州市,专科,,11
1421,2661,兰州科技职业学院,4162014518,甘肃省教育厅,兰州市,专科,民办,11
1422,2662,庆阳职业技术学院,4162014551,甘肃省,庆阳市,专科,,1
1423,2663,临夏现代职业学院,4162014552,甘肃省,临夏州,专科,,1
1424,2664,兰州现代职业学院,4162014594,甘肃省,兰州市,专科,,11
1425,2665,平凉职业技术学院,4162014595,甘肃省,平凉市,专科,,1
1426,2666,培黎职业学院,4162014738,甘肃省,张掖市,专科,,1
1427,2667,兰州航空职业技术学院,4162014771,甘肃省,兰州市,专科,,11
1428,2668,白银希望职业技术学院,4162014772,甘肃省教育厅,白银市,专科,民办,2
1429,2669,甘肃财贸职业学院,4262051378,甘肃省,兰州市,专科,,11
1430,2674,青海卫生职业技术学院,4163012562,青海省,西宁市,专科,,6
1431,2675,青海警官职业学院,4163012852,青海省,西宁市,专科,,6
1432,2676,青海畜牧兽医职业技术学院,4163012972,青海省,西宁市,专科,,6
1433,2677,青海交通职业技术学院,4163012973,青海省,西宁市,专科,,6
1434,2678,青海建筑职业技术学院,4163012974,青海省,西宁市,专科,,6
1435,2679,西宁城市职业技术学院,4163014519,青海省,西宁市,专科,,6
1436,2680,青海高等职业技术学院,4163014520,青海省,海东市,专科,,1
1437,2681,青海柴达木职业技术学院,4163014521,青海省,海西蒙古族藏族自治州,专科,,1
1438,2690,宁夏民族职业技术学院,4164012716,宁夏回族自治区,吴忠市,专科,,1
1439,2691,宁夏工业职业学院,4164012837,宁夏回族自治区,银川市,专科,,10
1440,2692,宁夏职业技术学院,4164013086,宁夏回族自治区,银川市,专科,,10
1441,2693,宁夏工商职业技术学院,4164013087,宁夏回族自治区,银川市,专科,,10
1442,2694,宁夏财经职业技术学院,4164013088,宁夏回族自治区,银川市,专科,,10
1443,2695,宁夏警官职业学院,4164013089,宁夏回族自治区,银川市,专科,,10
1444,2696,宁夏建设职业技术学院,4164013151,宁夏回族自治区,银川市,专科,,10
1445,2697,宁夏葡萄酒与防沙治沙职业技术学院,4164014377,宁夏回族自治区,银川市,专科,,10
1446,2698,宁夏幼儿师范高等专科学校,4164014498,宁夏回族自治区,银川市,专科,,10
1447,2699,宁夏艺术职业学院,4164014522,宁夏回族自治区,银川市,专科,,10
1448,2700,宁夏体育职业学院,4164014624,宁夏回族自治区,银川市,专科,,10
1449,2701,石嘴山工贸职业技术学院,4164014739,宁夏回族自治区,石嘴山市,专科,,1
1450,2721,和田师范专科学校,4165010765,新疆维吾尔自治区,和田地区,专科,,3
1451,2722,新疆农业职业技术学院,4165010995,新疆维吾尔自治区,昌吉回族自治州,专科,,2
1452,2723,乌鲁木齐职业大学,4165011565,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1453,2724,新疆维吾尔医学专科学校,4165011818,新疆维吾尔自治区,和田地区,专科,,3
1454,2725,克拉玛依职业技术学院,4165012482,新疆维吾尔自治区,克拉玛依市,专科,,1
1455,2726,新疆机电职业技术学院,4165012513,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1456,2727,新疆轻工职业技术学院,4165012514,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1457,2728,新疆能源职业技术学院,4165012570,新疆维吾尔自治区教育厅,乌鲁木齐市,专科,民办,14
1458,2729,昌吉职业技术学院,4165012838,新疆维吾尔自治区,昌吉回族自治州,专科,,2
1459,2730,伊犁职业技术学院,4165012975,新疆维吾尔自治区,伊犁哈萨克自治州,专科,,2
1460,2731,阿克苏职业技术学院,4165013093,新疆维吾尔自治区,阿克苏地区,专科,,1
1461,2732,巴音郭楞职业技术学院,4165013094,新疆维吾尔自治区,巴音郭楞蒙古自治州,专科,,1
1462,2733,新疆建设职业技术学院,4165013562,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1463,2734,新疆现代职业技术学院,4165013726,新疆维吾尔自治区教育厅,乌鲁木齐市,专科,民办,14
1464,2735,新疆交通职业技术学院,4165013926,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1465,2736,新疆石河子职业技术学院,4165013956,新疆生产建设兵团,石河子市,专科,,2
1466,2737,新疆职业大学,4165014138,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1467,2738,新疆体育职业技术学院,4165014416,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1468,2739,新疆应用职业技术学院,4165014417,新疆维吾尔自治区,伊犁哈萨克自治州,专科,,2
1469,2740,新疆师范高等专科学校,4165014421,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1470,2741,新疆铁道职业技术学院,4165014489,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1471,2742,新疆生产建设兵团兴新职业技术学院,4165014523,新疆生产建设兵团,乌鲁木齐市,专科,,14
1472,2743,哈密职业技术学院,4165014524,新疆维吾尔自治区,哈密市,专科,,1
1473,2744,新疆科技职业技术学院,4165014525,新疆维吾尔自治区教育厅,五家渠市,专科,民办,1
1474,2745,吐鲁番职业技术学院,4165014585,新疆维吾尔自治区,吐鲁番市,专科,,1
1475,2746,博尔塔拉职业技术学院,4165014622,新疆维吾尔自治区,博尔塔拉蒙古自治州,专科,,1
1476,2747,和田职业技术学院,4165014652,新疆维吾尔自治区,和田地区,专科,,3
1477,2748,石河子工程职业技术学院,4165014661,新疆生产建设兵团,石河子市,专科,,2
1478,2749,喀什职业技术学院,4165014677,新疆维吾尔自治区,喀什地区,专科,,1
1479,2750,克孜勒苏职业技术学院,4165014678,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,专科,,1
1480,2751,新疆科信职业技术学院,4165014679,新疆维吾尔自治区教育厅,乌鲁木齐市,专科,民办,14
1481,2752,阿勒泰职业技术学院,4165014680,新疆维吾尔自治区,阿勒泰地区,专科,,1
1482,2753,塔城职业技术学院,4165014740,新疆维吾尔自治区,塔城地区,专科,,1
1483,2754,塔里木职业技术学院,4165014741,新疆生产建设兵团,阿拉尔市,专科,,1
1484,2755,新疆工业职业技术学院,4265051060,新疆维吾尔自治区,乌鲁木齐市,专科,,14
1485,2756,铁门关职业技术学院,4165014660,新疆生产建设兵团,铁门关市,专科,,1 