,序号,学校名称,学校标识码,主管部门,所在地,办学层次,办学方式,countOfCity
316,595,黑龙江八一农垦大学,4123010223,黑龙江省,大庆市,本科,公办,3
317,596,东北农业大学,4123010224,黑龙江省,哈尔滨市,本科,公办,27
318,597,东北林业大学,4123010225,教育部,哈尔滨市,本科,公办,27
319,598,哈尔滨医科大学,4123010226,黑龙江省,哈尔滨市,本科,公办,27
320,599,黑龙江中医药大学,4123010228,黑龙江省,哈尔滨市,本科,公办,27
321,600,牡丹江医学院,4123010229,黑龙江省,牡丹江市,本科,公办,2
322,601,哈尔滨师范大学,4123010231,黑龙江省,哈尔滨市,本科,公办,27
323,602,齐齐哈尔大学,4123010232,黑龙江省,齐齐哈尔市,本科,公办,3
324,603,牡丹江师范学院,4123010233,黑龙江省,牡丹江市,本科,公办,2
325,604,哈尔滨学院,4123010234,黑龙江省,哈尔滨市,本科,公办,27
326,605,大庆师范学院,4123010235,黑龙江省,大庆市,本科,公办,3
327,606,绥化学院,4123010236,黑龙江省,绥化市,本科,公办,1
328,607,哈尔滨商业大学,4123010240,黑龙江省,哈尔滨市,本科,公办,27
329,608,哈尔滨体育学院,4123010242,黑龙江省,哈尔滨市,本科,公办,27
330,609,哈尔滨金融学院,4123010245,黑龙江省,哈尔滨市,本科,公办,27
331,610,齐齐哈尔医学院,4123011230,黑龙江省,齐齐哈尔市,本科,公办,3
332,611,黑龙江工业学院,4123011445,黑龙江省,鸡西市,本科,公办,1
333,612,黑龙江东方学院,4123011446,黑龙江省教育厅,哈尔滨市,本科,民办,27
334,613,哈尔滨信息工程学院,4123011635,黑龙江省教育厅,哈尔滨市,本科,民办,27
335,614,黑龙江工程学院,4123011802,黑龙江省,哈尔滨市,本科,公办,27
336,615,齐齐哈尔工程学院,4123012729,黑龙江省教育厅,齐齐哈尔市,本科,民办,3
337,616,黑龙江外国语学院,4123013296,黑龙江省教育厅,哈尔滨市,本科,民办,27
338,617,黑龙江财经学院,4123013298,黑龙江省教育厅,哈尔滨市,本科,民办,27
339,618,哈尔滨石油学院,4123013299,黑龙江省教育厅,哈尔滨市,本科,民办,27
340,619,黑龙江工商学院,4123013300,黑龙江省教育厅,哈尔滨市,本科,民办,27
341,620,哈尔滨远东理工学院,4123013301,黑龙江省教育厅,哈尔滨市,本科,民办,27
342,621,哈尔滨剑桥学院,4123013303,黑龙江省教育厅,哈尔滨市,本科,民办,27
343,622,黑龙江工程学院昆仑旅游学院,4123013304,黑龙江省教育厅,哈尔滨市,本科,民办,27
344,623,哈尔滨广厦学院,4123013306,黑龙江省教育厅,哈尔滨市,本科,民办,27
345,624,哈尔滨华德学院,4123013307,黑龙江省教育厅,哈尔滨市,本科,民办,27
346,625,黑河学院,4123013744,黑龙江省,黑河市,本科,公办,1
347,626,哈尔滨音乐学院,4123014560,黑龙江省,哈尔滨市,本科,公办,27
348,668,复旦大学,4131010246,教育部,上海市,本科,公办,40
349,669,同济大学,4131010247,教育部,上海市,本科,公办,40
350,670,上海交通大学,4131010248,教育部,上海市,本科,公办,40
351,671,华东理工大学,4131010251,教育部,上海市,本科,公办,40
352,672,上海理工大学,4131010252,上海市,上海市,本科,公办,40
353,673,上海海事大学,4131010254,上海市,上海市,本科,公办,40
354,674,东华大学,4131010255,教育部,上海市,本科,公办,40
355,675,上海电力大学,4131010256,上海市,上海市,本科,公办,40
356,676,上海应用技术大学,4131010259,上海市,上海市,本科,公办,40
357,677,上海健康医学院,4131010262,上海市,上海市,本科,公办,40
358,678,上海海洋大学,4131010264,上海市,上海市,本科,公办,40
359,679,上海中医药大学,4131010268,上海市,上海市,本科,公办,40
360,680,华东师范大学,4131010269,教育部,上海市,本科,公办,40
361,681,上海师范大学,4131010270,上海市,上海市,本科,公办,40
362,682,上海外国语大学,4131010271,教育部,上海市,本科,公办,40
363,683,上海财经大学,4131010272,教育部,上海市,本科,公办,40
364,684,上海对外经贸大学,4131010273,上海市,上海市,本科,公办,40
365,685,上海海关学院,4131010274,海关总署,上海市,本科,公办,40
366,686,华东政法大学,4131010276,上海市,上海市,本科,公办,40
367,687,上海体育学院,4131010277,上海市,上海市,本科,公办,40
368,688,上海音乐学院,4131010278,上海市,上海市,本科,公办,40
369,689,上海戏剧学院,4131010279,上海市,上海市,本科,公办,40
370,690,上海大学,4131010280,上海市,上海市,本科,公办,40
371,691,上海公安学院,4131010283,上海市,上海市,本科,公办,40
372,692,上海工程技术大学,4131010856,上海市,上海市,本科,公办,40
373,693,上海立信会计金融学院,4131011047,上海市,上海市,本科,公办,40
374,694,上海电机学院,4131011458,上海市,上海市,本科,公办,40
375,695,上海杉达学院,4131011833,上海市教委,上海市,本科,民办,40
376,696,上海政法学院,4131011835,上海市,上海市,本科,公办,40
377,697,上海第二工业大学,4131012044,上海市,上海市,本科,公办,40
378,698,上海商学院,4131012050,上海市,上海市,本科,公办,40
379,699,上海立达学院,4131012587,上海市教委,上海市,本科,民办,40
380,700,上海建桥学院,4131012799,上海市教委,上海市,本科,民办,40
381,701,上海兴伟学院,4131012914,上海市教委,上海市,本科,民办,40
382,702,上海中侨职业技术大学,4131012915,上海市教委,上海市,本科,民办,40
383,703,上海视觉艺术学院,4131013632,上海市教委,上海市,本科,民办,40
384,704,上海外国语大学贤达经济人文学院,4131013636,上海市教委,上海市,本科,民办,40
385,705,上海师范大学天华学院,4131013893,上海市教委,上海市,本科,民办,40
386,706,上海科技大学,4131014423,上海市 中国科学院,上海市,本科,公办,40
387,707,上海纽约大学,4131016404,上海市教委,上海市,本科,中外合作办学,40
388,733,苏州大学,4132010285,江苏省,苏州市,本科,公办,8
389,737,江苏科技大学,4132010289,江苏省,镇江市,本科,公办,5
390,738,中国矿业大学,4132010290,教育部,徐州市,本科,公办,6
391,740,常州大学,4132010292,江苏省,常州市,本科,公办,3
392,743,江南大学,4132010295,教育部,无锡市,本科,公办,3
393,745,江苏大学,4132010299,江苏省,镇江市,本科,公办,5
394,747,南通大学,4132010304,江苏省,南通市,本科,公办,3
395,748,盐城工学院,4132010305,江苏省,盐城市,本科,公办,2
396,751,徐州医科大学,4132010313,江苏省,徐州市,本科,公办,6
397,755,江苏师范大学,4132010320,江苏省,徐州市,本科,公办,6
398,756,淮阴师范学院,4132010323,江苏省,淮安市,本科,公办,2
399,757,盐城师范学院,4132010324,江苏省,盐城市,本科,公办,2
400,762,苏州科技大学,4132010332,江苏省,苏州市,本科,公办,8
401,763,常熟理工学院,4132010333,江苏省,苏州市,本科,公办,8
402,765,淮阴工学院,4132011049,江苏省,淮安市,本科,公办,2
403,766,常州工学院,4132011055,江苏省,常州市,本科,公办,3
404,767,扬州大学,4132011117,江苏省,扬州市,本科,公办,3
405,772,江苏理工学院,4132011463,江苏省,常州市,本科,公办,3
406,773,江苏海洋大学,4132011641,江苏省,连云港市,本科,公办,2
407,774,徐州工程学院,4132011998,江苏省,徐州市,本科,公办,6
408,776,南通理工学院,4132012056,江苏省教育厅,南通市,本科,民办,3
409,779,泰州学院,4132012917,江苏省,泰州市,本科,公办,5
410,780,无锡太湖学院,4132013571,江苏省教育厅,无锡市,本科,民办,3
411,782,中国矿业大学徐海学院,4132013579,江苏省教育厅,徐州市,本科,民办,6
412,787,南京理工大学泰州科技学院,4132013842,江苏省教育厅,泰州市,本科,民办,5
413,788,南京师范大学泰州学院,4132013843,江苏省教育厅,泰州市,本科,民办,5
414,790,南京师范大学中北学院,4132013906,江苏省教育厅,镇江市,本科,民办,5
415,791,南京医科大学康达学院,4132013980,江苏省教育厅,连云港市,本科,民办,2
416,792,南京中医药大学翰林学院,4132013981,江苏省教育厅,泰州市,本科,民办,5
417,793,无锡学院,4132013982,江苏省,无锡市,本科,公办,3
418,794,苏州城市学院,4132013983,江苏省,苏州市,本科,公办,8
419,795,苏州大学应用技术学院,4132013984,江苏省教育厅,苏州市,本科,民办,8
420,796,苏州科技大学天平学院,4132013985,江苏省教育厅,苏州市,本科,民办,8
421,797,江苏大学京江学院,4132013986,江苏省教育厅,镇江市,本科,民办,5
422,798,扬州大学广陵学院,4132013987,江苏省教育厅,扬州市,本科,民办,3
423,799,江苏师范大学科文学院,4132013988,江苏省教育厅,徐州市,本科,民办,6
424,800,南京邮电大学通达学院,4132013989,江苏省教育厅,扬州市,本科,民办,3
425,801,南京财经大学红山学院,4132013990,江苏省教育厅,镇江市,本科,民办,5
426,802,江苏科技大学苏州理工学院,4132013991,江苏省教育厅,苏州市,本科,民办,8
427,803,常州大学怀德学院,4132013992,江苏省教育厅,泰州市,本科,民办,5
428,804,南通大学杏林学院,4132013993,江苏省教育厅,南通市,本科,民办,3
429,806,宿迁学院,4132014160,江苏省,宿迁市,本科,公办,1
430,808,西交利物浦大学,4132016403,江苏省教育厅,苏州市,本科,中外合作办学,8
431,809,昆山杜克大学,4132016406,江苏省教育厅,昆山市,本科,中外合作办学,1
432,899,浙江大学,4133010335,教育部,杭州市,本科,公办,28
433,900,杭州电子科技大学,4133010336,浙江省,杭州市,本科,公办,28
434,901,浙江工业大学,4133010337,浙江省,杭州市,本科,公办,28
435,902,浙江理工大学,4133010338,浙江省,杭州市,本科,公办,28
436,903,浙江海洋大学,4133010340,浙江省,舟山市,本科,公办,1
437,904,浙江农林大学,4133010341,浙江省,杭州市,本科,公办,28
438,905,温州医科大学,4133010343,浙江省,温州市,本科,公办,6
439,906,浙江中医药大学,4133010344,浙江省,杭州市,本科,公办,28
440,907,浙江师范大学,4133010345,浙江省,金华市,本科,公办,4
441,908,杭州师范大学,4133010346,浙江省,杭州市,本科,公办,28
442,909,湖州师范学院,4133010347,浙江省,湖州市,本科,公办,2
443,910,绍兴文理学院,4133010349,浙江省,绍兴市,本科,公办,4
444,911,台州学院,4133010350,浙江省,台州市,本科,公办,1
445,912,温州大学,4133010351,浙江省,温州市,本科,公办,6
446,913,丽水学院,4133010352,浙江省,丽水市,本科,公办,1
447,914,浙江工商大学,4133010353,浙江省,杭州市,本科,公办,28
448,915,嘉兴学院,4133010354,浙江省,嘉兴市,本科,公办,4
449,916,中国美术学院,4133010355,浙江省,杭州市,本科,公办,28
450,917,中国计量大学,4133010356,浙江省,杭州市,本科,公办,28
451,918,浙江万里学院,4133010876,浙江省,宁波市,本科,公办,8
452,919,浙江科技学院,4133011057,浙江省,杭州市,本科,公办,28
453,920,宁波工程学院,4133011058,浙江省,宁波市,本科,公办,8
454,921,浙江水利水电学院,4133011481,浙江省,杭州市,本科,公办,28
455,922,浙江财经大学,4133011482,浙江省,杭州市,本科,公办,28
456,923,浙江警察学院,4133011483,浙江省,杭州市,本科,公办,28
457,924,衢州学院,4133011488,浙江省,衢州市,本科,公办,1
458,925,宁波大学,4133011646,浙江省,宁波市,本科,公办,8
459,926,浙江传媒学院,4133011647,浙江省,杭州市,本科,公办,28
460,927,浙江树人学院,4133011842,浙江省教育厅,杭州市,本科,民办,28
461,928,浙江越秀外国语学院,4133012792,浙江省教育厅,绍兴市,本科,民办,4
462,929,宁波财经学院,4133013001,浙江省教育厅,宁波市,本科,民办,8
463,930,浙大城市学院,4133013021,浙江省,杭州市,本科,公办,28
464,931,浙大宁波理工学院,4133013022,浙江省,宁波市,本科,公办,8
465,932,杭州医学院,4133013023,浙江省,杭州市,本科,公办,28
466,933,浙江广厦建设职业技术大学,4133013029,浙江省教育厅,金华市,本科,民办,4
467,934,浙江工业大学之江学院,4133013275,浙江省教育厅,杭州市,本科,民办,28
468,935,浙江师范大学行知学院,4133013276,浙江省教育厅,金华市,本科,民办,4
469,936,宁波大学科学技术学院,4133013277,浙江省教育厅,宁波市,本科,民办,8
470,937,杭州电子科技大学信息工程学院,4133013279,浙江省教育厅,杭州市,本科,民办,28
471,938,浙江理工大学科技与艺术学院,4133013280,浙江省教育厅,杭州市,本科,民办,28
472,939,浙江农林大学暨阳学院,4133013283,浙江省教育厅,绍兴市,本科,民办,4
473,940,温州医科大学仁济学院,4133013284,浙江省教育厅,温州市,本科,民办,6
474,941,浙江中医药大学滨江学院,4133013285,浙江省教育厅,杭州市,本科,民办,28
475,942,杭州师范大学钱江学院,4133013286,浙江省教育厅,杭州市,本科,民办,28
476,943,湖州学院,4133013287,浙江省,湖州市,本科,公办,2
477,944,绍兴文理学院元培学院,4133013288,浙江省教育厅,绍兴市,本科,民办,4
478,945,温州理工学院,4133013289,浙江省,温州市,本科,公办,6
479,946,浙江工商大学杭州商学院,4133013290,浙江省教育厅,杭州市,本科,民办,28
480,947,嘉兴南湖学院,4133013291,浙江省,嘉兴市,本科,公办,4
481,948,中国计量大学现代科技学院,4133013292,浙江省教育厅,杭州市,本科,民办,28
482,949,浙江财经大学东方学院,4133013294,浙江省教育厅,嘉兴市,本科,民办,4
483,950,温州商学院,4133013637,浙江省教育厅,温州市,本科,民办,6
484,951,同济大学浙江学院,4133014206,浙江省教育厅,嘉兴市,本科,民办,4
485,952,上海财经大学浙江学院,4133014207,浙江省教育厅,金华市,本科,民办,4
486,953,浙江外国语学院,4133014275,浙江省,杭州市,本科,公办,28
487,954,浙江音乐学院,4133014535,浙江省,杭州市,本科,公办,28
488,955,西湖大学,4133014626,浙江省教育厅,杭州市,本科,民办,28
489,956,浙江药科职业大学,4133016207,浙江省,宁波市,本科,公办,8
490,957,宁波诺丁汉大学,4133016301,浙江省教育厅,宁波市,本科,中外合作办学,8
491,958,温州肯恩大学,4133016405,浙江省教育厅,温州市,本科,中外合作办学,6
492,1008,安徽大学,4134010357,安徽省,合肥市,本科,公办,19
493,1009,中国科学技术大学,4134010358,中国科学院,合肥市,本科,公办,19
494,1010,合肥工业大学,4134010359,教育部,合肥市,本科,公办,19
495,1011,安徽工业大学,4134010360,安徽省,马鞍山市,本科,公办,3
496,1012,安徽理工大学,4134010361,安徽省,淮南市,本科,公办,2
497,1013,安徽工程大学,4134010363,安徽省,芜湖市,本科,公办,5
498,1014,安徽农业大学,4134010364,安徽省,合肥市,本科,公办,19
499,1015,安徽医科大学,4134010366,安徽省,合肥市,本科,公办,19
500,1016,蚌埠医学院,4134010367,安徽省,蚌埠市,本科,公办,4
501,1017,皖南医学院,4134010368,安徽省,芜湖市,本科,公办,5
502,1018,安徽中医药大学,4134010369,安徽省,合肥市,本科,公办,19
503,1019,安徽师范大学,4134010370,安徽省,芜湖市,本科,公办,5
504,1020,阜阳师范大学,4134010371,安徽省,阜阳市,本科,公办,2
505,1021,安庆师范大学,4134010372,安徽省,安庆市,本科,公办,1
506,1022,淮北师范大学,4134010373,安徽省,淮北市,本科,公办,2
507,1023,黄山学院,4134010375,安徽省,黄山市,本科,公办,1
508,1024,皖西学院,4134010376,安徽省,六安市,本科,公办,1
509,1025,滁州学院,4134010377,安徽省,滁州市,本科,公办,2
510,1026,安徽财经大学,4134010378,安徽省,蚌埠市,本科,公办,4
511,1027,宿州学院,4134010379,安徽省,宿州市,本科,公办,1
512,1028,巢湖学院,4134010380,安徽省,合肥市,本科,公办,19
513,1029,淮南师范学院,4134010381,安徽省,淮南市,本科,公办,2
514,1030,铜陵学院,4134010383,安徽省,铜陵市,本科,公办,1
515,1031,安徽建筑大学,4134010878,安徽省,合肥市,本科,公办,19
516,1032,安徽科技学院,4134010879,安徽省,滁州市,本科,公办,2
517,1033,安徽三联学院,4134010959,安徽省教育厅,合肥市,本科,民办,19
518,1034,合肥学院,4134011059,安徽省,合肥市,本科,公办,19
519,1035,蚌埠学院,4134011305,安徽省,蚌埠市,本科,公办,4
520,1036,池州学院,4134011306,安徽省,池州市,本科,公办,1
521,1037,安徽新华学院,4134012216,安徽省教育厅,合肥市,本科,民办,19
522,1038,安徽文达信息工程学院,4134012810,安徽省教育厅,合肥市,本科,民办,19
523,1039,亳州学院,4134012926,安徽省,亳州市,本科,公办,1
524,1040,安徽外国语学院,4134013065,安徽省教育厅,合肥市,本科,民办,19
525,1041,蚌埠工商学院,4134013611,安徽省教育厅,蚌埠市,本科,民办,4
526,1042,安徽大学江淮学院,4134013612,安徽省教育厅,合肥市,本科,民办,19
527,1043,安徽信息工程学院,4134013613,安徽省教育厅,芜湖市,本科,民办,5
528,1044,马鞍山学院,4134013614,安徽省教育厅,马鞍山市,本科,民办,3
529,1045,合肥城市学院,4134013615,安徽省教育厅,合肥市,本科,民办,19
530,1046,合肥经济学院,4134013616,安徽省教育厅,合肥市,本科,民办,19
531,1047,安徽师范大学皖江学院,4134013617,安徽省教育厅,芜湖市,本科,民办,5
532,1048,安徽医科大学临床医学院,4134013618,安徽省教育厅,合肥市,本科,民办,19
533,1049,阜阳师范大学信息工程学院,4134013619,安徽省教育厅,阜阳市,本科,民办,2
534,1050,淮北理工学院,4134013620,安徽省教育厅,淮北市,本科,民办,2
535,1051,合肥师范学院,4134014098,安徽省,合肥市,本科,公办,19
536,1052,皖江工学院,4134014203,安徽省教育厅,马鞍山市,本科,民办,3
537,1053,安徽艺术学院,4134014682,安徽省,合肥市,本科,公办,19
538,1129,厦门大学,4135010384,教育部,厦门市,本科,公办,7
539,1130,华侨大学,4135010385,中央统战部,泉州市,本科,公办,7
540,1131,福州大学,4135010386,福建省,福州市,本科,公办,18
541,1132,福建工程学院,4135010388,福建省,福州市,本科,公办,18
542,1133,福建农林大学,4135010389,福建省,福州市,本科,公办,18
543,1134,集美大学,4135010390,福建省,厦门市,本科,公办,7
544,1135,福建医科大学,4135010392,福建省,福州市,本科,公办,18
545,1136,福建中医药大学,4135010393,福建省,福州市,本科,公办,18
546,1137,福建师范大学,4135010394,福建省,福州市,本科,公办,18
547,1138,闽江学院,4135010395,福建省,福州市,本科,公办,18
548,1139,武夷学院,4135010397,福建省,南平市,本科,公办,1
549,1140,宁德师范学院,4135010398,福建省,宁德市,本科,公办,1
550,1141,泉州师范学院,4135010399,福建省,泉州市,本科,公办,7
551,1142,闽南师范大学,4135010402,福建省,漳州市,本科,公办,2
552,1143,厦门理工学院,4135011062,福建省,厦门市,本科,公办,7
553,1144,三明学院,4135011311,福建省,三明市,本科,公办,1
554,1145,龙岩学院,4135011312,福建省,龙岩市,本科,公办,1
555,1146,福建商学院,4135011313,福建省,福州市,本科,公办,18
556,1147,福建警察学院,4135011495,福建省,福州市,本科,公办,18
557,1148,莆田学院,4135011498,福建省,莆田市,本科,公办,1
558,1149,仰恩大学,4135011784,福建省教育厅,泉州市,本科,民办,7
559,1150,厦门医学院,4135012631,福建省,厦门市,本科,公办,7
560,1151,厦门华厦学院,4135012709,福建省教育厅,厦门市,本科,民办,7
561,1152,闽南理工学院,4135012710,福建省教育厅,泉州市,本科,民办,7
562,1153,泉州职业技术大学,4135012928,福建省教育厅,泉州市,本科,民办,7
563,1154,闽南科技学院,4135012992,福建省教育厅,泉州市,本科,民办,7
564,1155,福州工商学院,4135012993,福建省教育厅,福州市,本科,民办,18
565,1156,厦门工学院,4135013115,福建省教育厅,厦门市,本科,民办,7
566,1157,阳光学院,4135013468,福建省教育厅,福州市,本科,民办,18
567,1158,厦门大学嘉庚学院,4135013469,福建省教育厅,漳州市,本科,民办,2
568,1159,福州大学至诚学院,4135013470,福建省教育厅,福州市,本科,民办,18
569,1160,集美大学诚毅学院,4135013471,福建省教育厅,厦门市,本科,民办,7
570,1161,福建师范大学协和学院,4135013472,福建省教育厅,福州市,本科,民办,18
571,1162,福州外语外贸学院,4135013762,福建省教育厅,福州市,本科,民办,18
572,1163,福建江夏学院,4135013763,福建省,福州市,本科,公办,18
573,1164,泉州信息工程学院,4135013766,福建省教育厅,泉州市,本科,民办,7
574,1165,福州理工学院,4135013773,福建省教育厅,福州市,本科,民办,18
575,1166,福建农林大学金山学院,4135014046,福建省教育厅,福州市,本科,民办,18
576,1167,福建技术师范学院,4135014683,福建省,福州市,本科,公办,18
577,1218,南昌大学,4136010403,江西省,南昌市,本科,公办,27
578,1219,华东交通大学,4136010404,江西省,南昌市,本科,公办,27
579,1220,东华理工大学,4136010405,江西省,抚州市,本科,公办,2
580,1221,南昌航空大学,4136010406,江西省,南昌市,本科,公办,27
581,1222,江西理工大学,4136010407,江西省,赣州市,本科,公办,5
582,1223,景德镇陶瓷大学,4136010408,江西省,景德镇市,本科,公办,3
583,1224,江西农业大学,4136010410,江西省,南昌市,本科,公办,27
584,1225,江西中医药大学,4136010412,江西省,南昌市,本科,公办,27
585,1226,赣南医学院,4136010413,江西省,赣州市,本科,公办,5
586,1227,江西师范大学,4136010414,江西省,南昌市,本科,公办,27
587,1228,上饶师范学院,4136010416,江西省,上饶市,本科,公办,1
588,1229,宜春学院,4136010417,江西省,宜春市,本科,公办,1
589,1230,赣南师范大学,4136010418,江西省,赣州市,本科,公办,5
590,1231,井冈山大学,4136010419,江西省,吉安市,本科,公办,1
591,1232,江西财经大学,4136010421,江西省,南昌市,本科,公办,27
592,1233,江西科技学院,4136010846,江西省教育厅,南昌市,本科,民办,27
593,1234,景德镇学院,4136010894,江西省,景德镇市,本科,公办,3
594,1235,萍乡学院,4136010895,江西省,萍乡市,本科,公办,1
595,1236,江西科技师范大学,4136011318,江西省,南昌市,本科,公办,27
596,1237,南昌工程学院,4136011319,江西省,南昌市,本科,公办,27
597,1238,江西警察学院,4136011504,江西省,南昌市,本科,公办,27
598,1239,新余学院,4136011508,江西省,新余市,本科,公办,2
599,1240,九江学院,4136011843,江西省,九江市,本科,公办,2
600,1241,江西工程学院,4136012766,江西省教育厅,新余市,本科,民办,2
601,1242,南昌理工学院,4136012795,江西省教育厅,南昌市,本科,民办,27
602,1243,江西应用科技学院,4136012938,江西省教育厅,南昌市,本科,民办,27
603,1244,江西服装学院,4136013418,江西省教育厅,南昌市,本科,民办,27
604,1245,南昌职业大学,4136013420,江西省教育厅,南昌市,本科,民办,27
605,1246,南昌工学院,4136013421,江西省教育厅,南昌市,本科,民办,27
606,1247,南昌大学科学技术学院,4136013429,江西省教育厅,南昌市,本科,民办,27
607,1248,南昌大学共青学院,4136013430,江西省教育厅,九江市,本科,民办,2
608,1249,南昌交通学院,4136013431,江西省教育厅,南昌市,本科,民办,27
609,1250,赣东学院,4136013432,江西省,抚州市,本科,公办,2
610,1251,南昌航空大学科技学院,4136013433,江西省教育厅,南昌市,本科,民办,27
611,1252,赣南科技学院,4136013434,江西省,赣州市,本科,公办,5
612,1253,景德镇艺术职业大学,4136013435,江西省教育厅,景德镇市,本科,民办,3
613,1254,江西农业大学南昌商学院,4136013436,江西省教育厅,南昌市,本科,民办,27
614,1255,南昌医学院,4136013437,江西省,南昌市,本科,公办,27
615,1256,江西师范大学科学技术学院,4136013438,江西省教育厅,南昌市,本科,民办,27
616,1257,赣南师范大学科技学院,4136013439,江西省教育厅,赣州市,本科,民办,5
617,1258,南昌应用技术师范学院,4136013440,江西省教育厅,南昌市,本科,民办,27
618,1259,江西财经大学现代经济管理学院,4136013441,江西省教育厅,南昌市,本科,民办,27
619,1260,豫章师范学院,4136013774,江西省,南昌市,本科,公办,27
620,1261,江西软件职业技术大学,4136013776,江西省教育厅,南昌市,本科,民办,27
621,1262,南昌师范学院,4136014437,江西省,南昌市,本科,公办,27
622,1324,山东大学,4137010422,教育部,济南市,本科,公办,25
623,1325,中国海洋大学,4137010423,教育部,青岛市,本科,公办,13
624,1326,山东科技大学,4137010424,山东省,青岛市,本科,公办,13
625,1327,中国石油大学（华东）,4137010425,教育部,青岛市,本科,公办,13
626,1328,青岛科技大学,4137010426,山东省,青岛市,本科,公办,13
627,1329,济南大学,4137010427,山东省,济南市,本科,公办,25
