序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注
845,常州纺织服装职业技术学院,4132012807,江苏省,常州市,专科,
846,苏州农业职业技术学院,4132012808,江苏省,苏州市,专科,
847,苏州工业园区职业技术学院,4132012809,江苏省,苏州市,专科,
848,太湖创意职业技术学院,4132012918,江苏省教育厅,无锡市,专科,民办
849,炎黄职业技术学院,4132012919,江苏省教育厅,淮安市,专科,民办
850,南京科技职业学院,4132012920,江苏省,南京市,专科,
851,正德职业技术学院,4132012921,江苏省教育厅,南京市,专科,民办
852,钟山职业技术学院,4132012922,江苏省教育厅,南京市,专科,民办
853,无锡南洋职业技术学院,4132012923,江苏省教育厅,无锡市,专科,民办
854,江南影视艺术职业学院,4132013017,江苏省教育厅,无锡市,专科,民办
855,金肯职业技术学院,4132013100,江苏省教育厅,南京市,专科,民办
856,常州工业职业技术学院,4132013101,江苏省,常州市,专科,
857,常州工程职业技术学院,4132013102,江苏省,常州市,专科,
858,江苏农林职业技术学院,4132013103,江苏省,镇江市,专科,
859,江苏食品药品职业技术学院,4132013104,江苏省,淮安市,专科,
860,建东职业技术学院,4132013105,江苏省教育厅,常州市,专科,民办
861,南京铁道职业技术学院,4132013106,江苏省,南京市,专科,
862,徐州工业职业技术学院,4132013107,江苏省,徐州市,专科,
863,江苏信息职业技术学院,4132013108,江苏省,无锡市,专科,
864,宿迁职业技术学院,4132013110,江苏省,宿迁市,专科,
865,南京信息职业技术学院,4132013112,江苏省,南京市,专科,
866,江海职业技术学院,4132013113,江苏省教育厅,扬州市,专科,民办
867,常州机电职业技术学院,4132013114,江苏省,常州市,专科,
868,江阴职业技术学院,4132013137,江苏省,无锡市,专科,
869,无锡城市职业技术学院,4132013748,江苏省,无锡市,专科,
870,无锡工艺职业技术学院,4132013749,江苏省,无锡市,专科,
871,金山职业技术学院,4132013750,江苏省教育厅,镇江市,专科,民办
872,苏州健雄职业技术学院,4132013751,江苏省,苏州市,专科,
873,盐城工业职业技术学院,4132013752,江苏省,盐城市,专科,
874,江苏财经职业技术学院,4132013753,江苏省,淮安市,专科,
875,扬州工业职业技术学院,4132013754,江苏省,扬州市,专科,
876,苏州百年职业学院,4132013962,江苏省教育厅,苏州市,专科,中外合作办学
877,昆山登云科技职业学院,4132013963,江苏省教育厅,苏州市,专科,民办
878,南京视觉艺术职业学院,4132013964,江苏省教育厅,南京市,专科,民办
879,江苏城市职业学院,4132014000,江苏省,南京市,专科,
880,南京城市职业学院,4132014001,江苏省,南京市,专科,
881,南京机电职业技术学院,4132014056,江苏省,南京市,专科,
882,苏州高博软件技术职业学院,4132014163,江苏省教育厅,苏州市,专科,民办
883,南京旅游职业学院,4132014180,江苏省,南京市,专科,
884,江苏卫生健康职业学院,4132014255,江苏省,南京市,专科,
885,苏州信息职业技术学院,4132014256,江苏省,苏州市,专科,
886,宿迁泽达职业技术学院,4132014293,江苏省教育厅,宿迁市,专科,民办
887,苏州工业园区服务外包职业学院,4132014295,江苏省,苏州市,专科,
888,徐州幼儿师范高等专科学校,4132014329,江苏省,徐州市,专科,
889,徐州生物工程职业技术学院,4132014401,江苏省,徐州市,专科,
890,江苏商贸职业学院,4132014475,江苏省,南通市,专科,
891,南通师范高等专科学校,4132014493,江苏省,南通市,专科,
892,扬州中瑞酒店职业学院,4132014528,江苏省教育厅,扬州市,专科,民办
893,江苏护理职业学院,4132014541,江苏省,淮安市,专科,
894,江苏财会职业学院,4132014542,江苏省,连云港市,专科,
895,江苏城乡建设职业学院,4132014543,江苏省,常州市,专科,
896,江苏航空职业技术学院,4132014568,江苏省,镇江市,专科,
897,江苏安全技术职业学院,4132014589,江苏省,徐州市,专科,
898,江苏旅游职业学院,4132014604,江苏省,扬州市,专科,
959,宁波职业技术学院,4133010863,浙江省,宁波市,专科,
960,温州职业技术学院,4133010864,浙江省,温州市,专科,
961,浙江交通职业技术学院,4133012036,浙江省,杭州市,专科,
962,金华职业技术学院,4133012061,浙江省,金华市,专科,
963,宁波城市职业技术学院,4133012645,浙江省,宁波市,专科,
964,浙江电力职业技术学院,4133012646,浙江省,杭州市,专科,
965,浙江同济科技职业学院,4133012647,浙江省,杭州市,专科,
966,浙江工商职业技术学院,4133012789,浙江省,宁波市,专科,
967,台州职业技术学院,4133012790,浙江省,台州市,专科,
968,浙江工贸职业技术学院,4133012791,浙江省,温州市,专科,
969,浙江机电职业技术学院,4133012861,浙江省,杭州市,专科,
970,浙江建设职业技术学院,4133012862,浙江省,杭州市,专科,
971,浙江艺术职业学院,4133012863,浙江省,杭州市,专科,
972,浙江经贸职业技术学院,4133012864,浙江省,杭州市,专科,
973,浙江商业职业技术学院,4133012865,浙江省,杭州市,专科,
974,浙江经济职业技术学院,4133012866,浙江省,杭州市,专科,
975,浙江旅游职业学院,4133012867,浙江省,杭州市,专科,
976,浙江育英职业技术学院,4133012868,浙江省教育厅,杭州市,专科,民办
977,浙江警官职业学院,4133012869,浙江省,杭州市,专科,
978,浙江金融职业学院,4133012870,浙江省,杭州市,专科,
979,浙江工业职业技术学院,4133012871,浙江省,绍兴市,专科,
980,杭州职业技术学院,4133012872,浙江省,杭州市,专科,
981,嘉兴职业技术学院,4133012874,浙江省,嘉兴市,专科,
982,湖州职业技术学院,4133012875,浙江省,湖州市,专科,
983,绍兴职业技术学院,4133012876,浙江省教育厅,绍兴市,专科,民办
984,衢州职业技术学院,4133012877,浙江省,衢州市,专科,
985,丽水职业技术学院,4133012878,浙江省,丽水市,专科,
986,浙江东方职业技术学院,4133013002,浙江省教育厅,温州市,专科,民办
987,义乌工商职业技术学院,4133013003,浙江省,金华市,专科,
988,浙江纺织服装职业技术学院,4133013025,浙江省,宁波市,专科,
989,杭州科技职业技术学院,4133013026,浙江省,杭州市,专科,
990,浙江长征职业技术学院,4133013027,浙江省教育厅,杭州市,专科,民办
991,嘉兴南洋职业技术学院,4133013028,浙江省教育厅,嘉兴市,专科,民办
992,杭州万向职业技术学院,4133013030,浙江省教育厅,杭州市,专科,民办
993,浙江邮电职业技术学院,4133013688,浙江省,绍兴市,专科,
994,宁波卫生职业技术学院,4133013742,浙江省,宁波市,专科,
995,台州科技职业学院,4133013746,浙江省,台州市,专科,
996,浙江国际海运职业技术学院,4133013853,浙江省,舟山市,专科,
997,浙江体育职业技术学院,4133013854,浙江省,杭州市,专科,
998,温州科技职业学院,4133014088,浙江省,温州市,专科,
999,浙江汽车职业技术学院,4133014089,浙江省教育厅,台州市,专科,民办
1000,浙江横店影视职业学院,4133014090,浙江省教育厅,金华市,专科,民办
1001,浙江农业商贸职业学院,4133014269,浙江省,绍兴市,专科,
1002,浙江特殊教育职业学院,4133014431,浙江省,杭州市,专科,
1003,浙江安防职业技术学院,4133014492,浙江省,温州市,专科,
1004,浙江宇翔职业技术学院,4133014703,浙江省教育厅,湖州市,专科,民办
1005,浙江金华科贸职业技术学院,4133014746,浙江省教育厅,金华市,专科,民办
1006,浙江舟山群岛新区旅游与健康职业学院,4133016408,浙江省,舟山市,专科,
1007,宁波幼儿师范高等专科学校,4233050559,浙江省,宁波市,专科,
1054,安徽职业技术学院,4134010869,安徽省,合肥市,专科,
1055,淮北职业技术学院,4134010963,安徽省,淮北市,专科,
1056,芜湖职业技术学院,4134011061,安徽省,芜湖市,专科,
1057,淮南联合大学,4134011308,安徽省,淮南市,专科,
1058,安徽商贸职业技术学院,4134012072,安徽省,芜湖市,专科,
1059,安徽水利水电职业技术学院,4134012073,安徽省,合肥市,专科,
1060,阜阳职业技术学院,4134012074,安徽省,阜阳市,专科,
1061,铜陵职业技术学院,4134012217,安徽省,铜陵市,专科,
1062,民办万博科技职业学院,4134012218,安徽省教育厅,合肥市,专科,民办
1063,安徽警官职业学院,4134012219,安徽省,合肥市,专科,
1064,淮南职业技术学院,4134012220,安徽省,淮南市,专科,
1065,安徽工业经济职业技术学院,4134012334,安徽省,合肥市,专科,
1066,合肥通用职业技术学院,4134012410,安徽省,合肥市,专科,
1067,安徽工贸职业技术学院,4134012811,安徽省,淮南市,专科,
1068,宿州职业技术学院,4134012812,安徽省,宿州市,专科,
1069,六安职业技术学院,4134012813,安徽省,六安市,专科,
1070,安徽电子信息职业技术学院,4134012814,安徽省,蚌埠市,专科,
1071,民办合肥经济技术职业学院,4134012815,安徽省教育厅,合肥市,专科,民办
1072,安徽交通职业技术学院,4134012816,安徽省,合肥市,专科,
1073,安徽体育运动职业技术学院,4134012817,安徽省,合肥市,专科,
1074,安徽中医药高等专科学校,4134012924,安徽省,芜湖市,专科,
1075,安徽医学高等专科学校,4134012925,安徽省,合肥市,专科,
1076,合肥职业技术学院,4134013058,安徽省,合肥市,专科,
1077,滁州职业技术学院,4134013059,安徽省,滁州市,专科,
1078,池州职业技术学院,4134013060,安徽省,池州市,专科,
1079,宣城职业技术学院,4134013061,安徽省,宣城市,专科,
1080,安徽广播影视职业技术学院,4134013062,安徽省,合肥市,专科,
1081,民办合肥滨湖职业技术学院,4134013064,安徽省教育厅,合肥市,专科,民办
1082,安徽电气工程职业技术学院,4134013336,安徽省,合肥市,专科,
1083,安徽冶金科技职业学院,4134013337,安徽省,马鞍山市,专科,
1084,安徽城市管理职业学院,4134013338,安徽省,合肥市,专科,
1085,安徽机电职业技术学院,4134013339,安徽省,芜湖市,专科,
1086,安徽工商职业学院,4134013340,安徽省,合肥市,专科,
1087,安徽中澳科技职业学院,4134013341,安徽省,合肥市,专科,
1088,阜阳科技职业学院,4134013342,安徽省教育厅,阜阳市,专科,民办
1089,亳州职业技术学院,4134013343,安徽省,亳州市,专科,
1090,安徽国防科技职业学院,4134013344,安徽省,六安市,专科,
1091,安庆职业技术学院,4134013345,安徽省,安庆市,专科,
1092,安徽艺术职业学院,4134013346,安徽省,合肥市,专科,
1093,马鞍山师范高等专科学校,4134013760,安徽省,马鞍山市,专科,
1094,安徽财贸职业学院,4134013845,安徽省,合肥市,专科,
1095,安徽国际商务职业学院,4134013846,安徽省,合肥市,专科,
1096,安徽公安职业学院,4134013847,安徽省,合肥市,专科,
1097,安徽林业职业技术学院,4134013848,安徽省,合肥市,专科,
1098,安徽审计职业学院,4134013849,安徽省,合肥市,专科,
1099,安徽新闻出版职业技术学院,4134013850,安徽省,合肥市,专科,
1100,安徽邮电职业技术学院,4134013851,安徽省,合肥市,专科,
1101,安徽工业职业技术学院,4134013852,安徽省,铜陵市,专科,
1102,民办合肥财经职业学院,4134014058,安徽省教育厅,合肥市,专科,民办
1103,安庆医药高等专科学校,4134014096,安徽省,安庆市,专科,
1104,安徽涉外经济职业学院,4134014132,安徽省教育厅,合肥市,专科,民办
1105,安徽绿海商务职业学院,4134014133,安徽省教育厅,合肥市,专科,民办
1106,合肥共达职业技术学院,4134014135,安徽省教育厅,合肥市,专科,民办
1107,蚌埠经济技术职业学院,4134014137,安徽省教育厅,蚌埠市,专科,民办
1108,民办安徽旅游职业学院,4134014165,安徽省教育厅,阜阳市,专科,民办
1109,徽商职业学院,4134014191,安徽省,合肥市,专科,
1110,马鞍山职业技术学院,4134014192,安徽省,马鞍山市,专科,
1111,安徽现代信息工程职业学院,4134014210,安徽省教育厅,淮南市,专科,民办
1112,安徽矿业职业技术学院,4134014229,安徽省教育厅,淮北市,专科,民办
1113,合肥信息技术职业学院,4134014230,安徽省教育厅,合肥市,专科,民办
1114,桐城师范高等专科学校,4134014273,安徽省,安庆市,专科,
1115,黄山职业技术学院,4134014296,安徽省,黄山市,专科,
1116,滁州城市职业学院,4134014297,安徽省,滁州市,专科,
1117,安徽汽车职业技术学院,4134014298,安徽省,合肥市,专科,
1118,皖西卫生职业学院,4134014299,安徽省,六安市,专科,
1119,合肥幼儿师范高等专科学校,4134014330,安徽省,合肥市,专科,
1120,安徽扬子职业技术学院,4134014342,安徽省教育厅,芜湖市,专科,民办
1121,安徽黄梅戏艺术职业学院,4134014378,安徽省,安庆市,专科,
1122,安徽粮食工程职业学院,4134014418,安徽省,合肥市,专科,
1123,安徽卫生健康职业学院,4134014419,安徽省,池州市,专科,
1124,合肥科技职业学院,4134014420,安徽省教育厅,合肥市,专科,民办
1125,皖北卫生职业学院,4134014502,安徽省,宿州市,专科,
1126,阜阳幼儿师范高等专科学校,4134014536,安徽省,阜阳市,专科,
1127,黄山健康职业学院,4134014704,安徽省教育厅,黄山市,专科,民办
1128,宿州航空职业学院,4134014747,安徽省教育厅,宿州市,专科,民办
1168,福建船政交通职业学院,4135010866,福建省,福州市,专科,
1169,漳州职业技术学院,4135011314,福建省,漳州市,专科,
1170,闽西职业技术学院,4135011315,福建省,龙岩市,专科,
1171,黎明职业大学,4135011317,福建省,泉州市,专科,
1172,福建华南女子职业学院,4135011499,福建省教育厅,福州市,专科,民办
1173,福州职业技术学院,4135011502,福建省,福州市,专科,
1174,福建林业职业技术学院,4135012625,福建省,南平市,专科,
1175,福建信息职业技术学院,4135012626,福建省,福州市,专科,
1176,福建水利电力职业技术学院,4135012627,福建省,三明市,专科,
1177,福建电力职业技术学院,4135012628,福建省,泉州市,专科,
1178,厦门海洋职业技术学院,4135012629,福建省,厦门市,专科,
1179,福建农业职业技术学院,4135012630,福建省,福州市,专科,
1180,福建卫生职业技术学院,4135012633,福建省,福州市,专科,
1181,泉州医学高等专科学校,4135012634,福建省,泉州市,专科,
1182,福州英华职业学院,4135012708,福建省教育厅,福州市,专科,民办
1183,泉州纺织服装职业学院,4135012711,福建省教育厅,泉州市,专科,民办
1184,泉州华光职业学院,4135012927,福建省教育厅,泉州市,专科,民办
1185,闽北职业技术学院,4135013764,福建省,南平市,专科,
1186,福州黎明职业技术学院,4135013765,福建省教育厅,福州市,专科,民办
1187,厦门演艺职业学院,4135013767,福建省教育厅,厦门市,专科,民办
1188,厦门华天涉外职业技术学院,4135013768,福建省教育厅,厦门市,专科,民办
1189,福州科技职业技术学院,4135013769,福建省教育厅,福州市,专科,民办
1190,泉州经贸职业技术学院,4135013770,福建省,泉州市,专科,
1191,福建对外经济贸易职业技术学院,4135013771,福建省,福州市,专科,
1192,湄洲湾职业技术学院,4135013772,福建省,莆田市,专科,
1193,福建生物工程职业技术学院,4135013969,福建省,福州市,专科,
1194,福建艺术职业学院,4135013970,福建省,福州市,专科,
1195,福建幼儿师范高等专科学校,4135013972,福建省,福州市,专科,
1196,厦门城市职业学院,4135013973,福建省,厦门市,专科,
1197,泉州工艺美术职业学院,4135013975,福建省,泉州市,专科,
1198,三明医学科技职业学院,4135013976,福建省,三明市,专科,
1199,宁德职业技术学院,4135013977,福建省,宁德市,专科,
1200,福州软件职业技术学院,4135013978,福建省教育厅,福州市,专科,民办
1201,厦门兴才职业技术学院,4135013979,福建省教育厅,厦门市,专科,民办
1202,厦门软件职业技术学院,4135014059,福建省教育厅,厦门市,专科,民办
1203,福建体育职业技术学院,4135014060,福建省,福州市,专科,
1204,漳州城市职业学院,4135014110,福建省,漳州市,专科,
1205,厦门南洋职业学院,4135014111,福建省教育厅,厦门市,专科,民办
1206,厦门东海职业技术学院,4135014112,福建省教育厅,厦门市,专科,民办
1207,漳州科技职业学院,4135014113,福建省教育厅,漳州市,专科,民办
1208,漳州理工职业学院,4135014115,福建省教育厅,漳州市,专科,民办
1209,武夷山职业学院,4135014116,福建省教育厅,南平市,专科,民办
1210,漳州卫生职业学院,4135014117,福建省,漳州市,专科,
1211,泉州海洋职业学院,4135014231,福建省教育厅,泉州市,专科,民办
1212,泉州轻工职业学院,4135014232,福建省教育厅,泉州市,专科,民办
1213,厦门安防科技职业学院,4135014257,福建省教育厅,厦门市,专科,民办
1214,泉州幼儿师范高等专科学校,4135014331,福建省,泉州市,专科,
1215,闽江师范高等专科学校,4135014490,福建省,福州市,专科,
1216,泉州工程职业技术学院,4135014503,福建省教育厅,泉州市,专科,民办
1217,福州墨尔本理工职业学院,4135016411,福建省教育厅,福州市,专科,中外合作办学
1263,上饶幼儿师范高等专科学校,3636000312,江西省,上饶市,专科,
1264,抚州幼儿师范高等专科学校,3636000519,江西省,抚州市,专科,
1265,江西工业职业技术学院,4136010839,江西省,南昌市,专科,
1266,江西医学高等专科学校,4136010888,江西省,上饶市,专科,
1267,九江职业大学,4136011505,江西省,九江市,专科,
1268,九江职业技术学院,4136011785,江西省,九江市,专科,
1269,江西司法警官职业学院,4136012929,江西省,南昌市,专科,
1270,江西陶瓷工艺美术职业技术学院,4136012930,江西省,景德镇市,专科,
1271,江西旅游商贸职业学院,4136012932,江西省,南昌市,专科,
1272,江西电力职业技术学院,4136012933,江西省,南昌市,专科,
1273,江西环境工程职业学院,4136012934,江西省,赣州市,专科,
1274,江西艺术职业学院,4136012936,江西省,南昌市,专科,
1275,鹰潭职业技术学院,4136012937,江西省,鹰潭市,专科,
1276,江西信息应用职业技术学院,4136012939,江西省,南昌市,专科,
1277,江西交通职业技术学院,4136012940,江西省,南昌市,专科,
1278,江西财经职业学院,4136012941,江西省,九江市,专科,
1279,江西应用技术职业学院,4136012942,江西省,赣州市,专科,
1280,江西现代职业技术学院,4136012943,江西省,南昌市,专科,
1281,江西工业工程职业技术学院,4136012944,江西省,萍乡市,专科,
1282,江西机电职业技术学院,4136012976,江西省,南昌市,专科,
1283,江西科技职业学院,4136013419,江西省教育厅,南昌市,专科,民办
1284,江西外语外贸职业学院,4136013422,江西省,南昌市,专科,
1285,江西工业贸易职业技术学院,4136013423,江西省,南昌市,专科,
1286,宜春职业技术学院,4136013424,江西省,宜春市,专科,
1287,江西应用工程职业学院,4136013425,江西省,萍乡市,专科,
1288,江西生物科技职业学院,4136013426,江西省,南昌市,专科,
1289,江西建设职业技术学院,4136013427,江西省,南昌市,专科,
1290,抚州职业技术学院,4136013428,江西省,抚州市,专科,
1291,江西中医药高等专科学校,4136013775,江西省,抚州市,专科,
1292,江西经济管理职业学院,4136013866,江西省,南昌市,专科,
1293,江西制造职业技术学院,4136013867,江西省,南昌市,专科,
1294,江西工程职业学院,4136013868,江西省,南昌市,专科,
1295,江西青年职业学院,4136013869,江西省,南昌市,专科,
1296,上饶职业技术学院,4136013870,江西省,上饶市,专科,
1297,江西航空职业技术学院,4136013871,江西省教育厅,南昌市,专科,民办
1298,江西农业工程职业学院,4136013872,江西省,宜春市,专科,
1299,赣西科技职业学院,4136013873,江西省教育厅,新余市,专科,民办
1300,江西卫生职业学院,4136013965,江西省,南昌市,专科,
1301,江西新能源科技职业学院,4136014166,江西省教育厅,新余市,专科,民办
1302,江西枫林涉外经贸职业学院,4136014167,江西省教育厅,九江市,专科,民办
1303,江西泰豪动漫职业学院,4136014168,江西省教育厅,南昌市,专科,民办
1304,江西冶金职业技术学院,4136014241,江西省,新余市,专科,
1305,江西管理职业学院,4136014249,江西省,南昌市,专科,
1306,江西传媒职业学院,4136014250,江西省,南昌市,专科,
1307,江西工商职业技术学院,4136014321,江西省教育厅,南昌市,专科,民办
1308,景德镇陶瓷职业技术学院,4136014402,江西省教育厅,景德镇市,专科,民办
1309,共青科技职业学院,4136014403,江西省教育厅,九江市,专科,民办
1310,赣州师范高等专科学校,4136014465,江西省,赣州市,专科,
1311,江西水利职业学院,4136014476,江西省,南昌市,专科,
1312,宜春幼儿师范高等专科学校,4136014494,江西省,宜春市,专科,
1313,吉安职业技术学院,4136014504,江西省,吉安市,专科,
1314,江西洪州职业学院,4136014505,江西省教育厅,宜春市,专科,民办
1315,江西师范高等专科学校,4136014537,江西省       ,鹰潭市,专科,
1316,南昌影视传播职业学院,4136014544,江西省教育厅,南昌市,专科,民办
1317,赣南卫生健康职业学院,4136014569,江西省,赣州市,专科,
1318,萍乡卫生职业学院,4136014656,江西省,萍乡市,专科,
1319,江西婺源茶业职业学院,4136014657,江西省,上饶市,专科,
1320,赣州职业技术学院,4136014665,江西省,赣州市,专科,
1321,南昌健康职业技术学院,4136014705,江西省,南昌市,专科,
1322,九江理工职业学院,4136014706,江西省教育厅,九江市,专科,民办
1323,和君职业学院,4136014748,江西省教育厅,赣州市,专科,民办
1394,山东医学高等专科学校,4137010442,山东省,临沂市,专科,
1395,菏泽医学专科学校,4137010444,山东省,菏泽市,专科,
1396,山东商业职业技术学院,4137010832,山东省,济南市,专科,
1397,山东电力高等专科学校,4137011827,山东省,济南市,专科,
1398,日照职业技术学院,4137012062,山东省,日照市,专科,
1399,曲阜远东职业技术学院,4137012070,山东省教育厅,济宁市,专科,民办
1400,青岛职业技术学院,4137012324,山东省,青岛市,专科,
1401,威海职业学院,4137012326,山东省,威海市,专科,
1402,山东职业学院,4137012328,山东省,济南市,专科,
1403,山东劳动职业技术学院,4137012329,山东省,济南市,专科,
1404,莱芜职业技术学院,4137012330,山东省,莱芜市,专科,
1405,济宁职业技术学院,4137012335,山东省,济宁市,专科,
1406,潍坊职业学院,4137012391,山东省,潍坊市,专科,
1407,烟台职业学院,4137012396,山东省,烟台市,专科,
1408,东营职业学院,4137012440,山东省,东营市,专科,
1409,聊城职业技术学院,4137012441,山东省,聊城市,专科,
1410,滨州职业学院,4137012818,山东省,滨州市,专科,
1411,山东科技职业学院,4137012819,山东省,潍坊市,专科,
1412,山东服装职业学院,4137012841,山东省,泰安市,专科,
1413,德州科技职业学院,4137012842,山东省教育厅,德州市,专科,民办
1414,山东力明科技职业学院,4137012844,山东省教育厅,泰安市,专科,民办
1415,山东圣翰财贸职业学院,4137012945,山东省教育厅,济南市,专科,民办
1416,山东水利职业学院,4137012946,山东省,日照市,专科,
1417,山东畜牧兽医职业学院,4137012947,山东省,潍坊市,专科,
1418,青岛飞洋职业技术学院,4137013005,山东省教育厅,青岛市,专科,民办
1419,东营科技职业学院,4137013007,山东省教育厅,东营市,专科,民办
1420,山东交通职业学院,4137013008,山东省,潍坊市,专科,
1421,淄博职业学院,4137013009,山东省,淄博市,专科,
1422,山东外贸职业学院,4137013010,山东省,青岛市,专科,
1423,青岛酒店管理职业技术学院,4137013011,山东省,青岛市,专科,
1424,山东信息职业技术学院,4137013012,山东省,潍坊市,专科,
1425,青岛港湾职业技术学院,4137013014,山东省,青岛市,专科,
1426,山东胜利职业学院,4137013316,山东省,东营市,专科,
1427,山东经贸职业学院,4137013317,山东省,潍坊市,专科,
1428,山东工业职业学院,4137013318,山东省,淄博市,专科,
1429,山东化工职业学院,4137013319,山东省,淄博市,专科,
1430,青岛求实职业技术学院,4137013321,山东省教育厅,青岛市,专科,民办
1431,济南职业学院,4137013323,山东省,济南市,专科,
1432,烟台工程职业技术学院,4137013355,山东省,烟台市,专科,
1433,潍坊工商职业学院,4137013388,山东省教育厅,潍坊市,专科,民办
1434,德州职业技术学院,4137013389,山东省,德州市,专科,
1435,枣庄科技职业学院,4137013390,山东省,枣庄市,专科,
1436,淄博师范高等专科学校,4137013777,山东省,淄博市,专科,
1437,山东中医药高等专科学校,4137013778,山东省,烟台市,专科,
1438,济南工程职业技术学院,4137013855,山东省,济南市,专科,
1439,山东电子职业技术学院,4137013856,山东省,济南市,专科,
1440,山东旅游职业学院,4137013858,山东省,济南市,专科,
1441,山东铝业职业学院,4137013859,山东省,淄博市,专科,
1442,山东杏林科技职业学院,4137013860,山东省教育厅,济南市,专科,民办
1443,泰山职业技术学院,4137013861,山东省,泰安市,专科,
1444,山东药品食品职业学院,4137013966,山东省,威海市,专科,
1445,山东商务职业学院,4137014078,山东省,烟台市,专科,
1446,山东轻工职业学院,4137014079,山东省,淄博市,专科,
1447,山东城市建设职业学院,4137014080,山东省,济南市,专科,
1448,烟台汽车工程职业学院,4137014081,山东省,烟台市,专科,
1449,山东司法警官职业学院,4137014082,山东省,济南市,专科,
1450,菏泽家政职业学院,4137014118,山东省,菏泽市,专科,
1451,山东传媒职业学院,4137014193,山东省,济南市,专科,
1452,临沂职业学院,4137014195,山东省,临沂市,专科,
1453,枣庄职业学院,4137014196,山东省,枣庄市,专科,
1454,山东理工职业学院,4137014242,山东省,济宁市,专科,
1455,山东文化产业职业学院,4137014261,山东省教育厅,青岛市,专科,民办
1456,青岛远洋船员职业学院,4137014320,山东省,青岛市,专科,
1457,济南幼儿师范高等专科学校,4137014332,山东省,济南市,专科,
1458,济南护理职业学院,4137014343,山东省,济南市,专科,
1459,泰山护理职业学院,4137014345,山东省,泰安市,专科,
1460,山东海事职业学院,4137014346,山东省教育厅,潍坊市,专科,民办
1461,潍坊护理职业学院,4137014347,山东省,潍坊市,专科,
1462,潍坊工程职业学院,4137014379,山东省,潍坊市,专科,
1463,菏泽职业学院,4137014477,山东省,菏泽市,专科,
1464,山东艺术设计职业学院,4137014506,山东省教育厅,济南市,专科,民办
1465,威海海洋职业学院,4137014507,山东省,威海市,专科,
1466,山东特殊教育职业学院,4137014545,山东省,济南市,专科,
1467,烟台黄金职业学院,4137014570,山东省教育厅,烟台市,专科,民办
1468,日照航海工程职业学院,4137014605,山东省教育厅,日照市,专科,民办
1469,青岛工程职业学院,4137014666,山东省,青岛市,专科,
1470,青岛幼儿师范高等专科学校,4137014688,山东省,青岛市,专科,
1471,烟台幼儿师范高等专科学校,4137014689,山东省,烟台市,专科,
1472,烟台文化旅游职业学院,4137014707,山东省,烟台市,专科,
1473,临沂科技职业学院,4137014708,山东省,临沂市,专科,
1474,青岛航空科技职业学院,4137014709,山东省教育厅,青岛市,专科,民办
1475,潍坊环境工程职业学院,4137014710,山东省教育厅,潍坊市,专科,民办
1476,滨州科技职业学院,4137014749,山东省教育厅,滨州市,专科,民办
1534,河南职业技术学院,4141010824,河南省,郑州市,专科,
1535,漯河职业技术学院,4141010835,河南省,漯河市,专科,
1536,三门峡职业技术学院,4141010842,河南省,三门峡市,专科,
1537,郑州铁路职业技术学院,4141010843,河南省,郑州市,专科,
1538,开封大学,4141011069,河南省,开封市,专科,
