num,uni_num,序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注,campusName,lng,lat,uid,area,get
0,0,68,北京工业职业技术学院,4111010853,北京市,北京市,专科,,北京工业职业技术学院,116.127485,39.96617,ccc8aa4ff57aef925cbe86c4,石景山区,1
1,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,,北京信息职业技术学院,116.489231,39.978853,d6c5d9919f16e9eb31169be2,朝阳区,1
2,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,,北京信息职业技术学院(东坝校区),116.557744,39.97167,50f7d146e1850ac472210b42,朝阳区,1
3,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,,北京信息职业技术学院(南校区),116.318268,39.844632,af1ae56b4f4379124207c100,丰台区,1
5,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,,北京电子科技职业学院(亦庄校区),116.515349,39.776965,69fcd6df1fc9fa2fcb291598,大兴区,1
6,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,,北京电子科技职业学院,116.446846,39.96465,cdef4edf80ac284e29d7ab92,朝阳区,1
7,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,,北京电子科技职业学院,116.508071,39.965843,2ba9812a220514634054d7f2,朝阳区,1
9,3,71,北京京北职业技术学院,4111011090,北京市,北京市,专科,,北京京北职业技术学院,116.647689,40.34552,954bb674c8ac1b901811d5b1,怀柔区,1
10,4,72,北京交通职业技术学院,4111011092,北京市,北京市,专科,,北京交通职业技术学院,116.210855,40.235024,3ad0cd993faf5c04bda822a8,昌平区,1
12,5,73,北京青年政治学院,4111011626,北京市,北京市,专科,,北京青年政治学院(望京校区),116.481254,39.986828,88ff0a1dcb7f9402d4851f87,朝阳区,1
14,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,,北京农业职业学院,116.234899,39.77807,b7b222953272a624ad31e526,房山区,1
15,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,,北京农业职业学院,116.232467,39.997083,b0d056f226b9367ecbc3dbb1,海淀区,1
16,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,,北京农业职业学院国际教育学院,116.425896,40.038043,75d0881a018bc64d3a04b175,朝阳区,1
17,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,,北京农业职业学院机电工程学院,116.314337,40.084126,e20e19fda6fea355deee8bd5,昌平区,1
19,7,75,北京政法职业学院,4111012451,北京市,北京市,专科,,北京政法职业学院,116.375245,39.768263,ef8742c0a2678a2d081cc782,大兴区,1
20,7,75,北京政法职业学院,4111012451,北京市,北京市,专科,,北京政法职业学院,116.610915,39.924287,0b04231651d1f07433169b6c,朝阳区,1
21,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,,北京财贸职业学院,116.654178,39.927147,850815e1e223e19b43e19264,通州区,1
22,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,,北京财贸职业学院(东城校区),116.430855,39.928422,afba48c70280e5448605bf07,东城区,1
23,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,,北京财贸职业学院,116.480723,39.934068,ab414b05ce415a829e95deee,朝阳区,1
27,10,78,北京经贸职业学院,4111012565,北京市教委,北京市,专科,民办,北京经贸职业学院,116.170599,39.72787,3f9337d6819819b3f72310c6,房山区,1
28,12,80,北京戏曲艺术职业学院,4111012567,北京市,北京市,专科,,北京戏曲艺术职业学院,116.383753,39.861792,db1f39d491ab406ef4c59cbb,丰台区,1
29,13,81,北京汇佳职业学院,4111012568,北京市教委,北京市,专科,民办,北京汇佳职业学院,116.250302,40.199768,dffd4642d137b0b23c9a5e67,昌平区,1
30,14,82,北京科技经营管理学院,4111012733,北京市教委,北京市,专科,民办,北京科技经营管理学院(沙河新校区),116.296478,40.150244,e3a7fd13d489db5228b97c65,昌平区,1
31,15,83,北京科技职业学院,4111013703,北京市教委,北京市,专科,民办,北京科技职业学院(沙河校区),116.257172,40.123649,7ba5590242b2f3103362120c,昌平区,1
33,16,84,北京培黎职业学院,4111013728,北京市教委,北京市,专科,民办,北京培黎职业学院,116.351983,40.02656,6689b56793d4bf0fc51b758a,海淀区,1
34,17,85,北京经济管理职业学院,4111014073,北京市,北京市,专科,,北京经济管理职业学院,116.481272,39.989565,454f20a6acfbdc4180a00c86,朝阳区,1
35,18,86,北京劳动保障职业学院,4111014075,北京市,北京市,专科,,北京劳动保障职业学院,116.191587,40.231565,18165334c49e5704fb2d6167,昌平区,1
36,19,87,北京社会管理职业学院,4111014139,北京市,北京市,专科,,北京社会管理职业学院(新校区),116.382311,39.76149,5573ae53da9fc92b157643a6,大兴区,1
37,20,88,北京艺术传媒职业学院,4111014140,北京市教委,北京市,专科,民办,北京艺术传媒职业学院,116.126717,40.105034,f3c2373c3a6d2352d32dd6aa,海淀区,1
39,21,89,北京体育职业学院,4111014215,北京市,北京市,专科,,北京体育职业学院,116.417479,39.859725,5615332669bd5f1c86420e21,丰台区,1
40,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,,北京交通运输职业学院,116.349796,39.750691,56c130a268986da42fb96ddc,大兴区,1
41,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,,北京交通运输职业学院(海淀校区),116.346671,40.055916,33fbfa83bc97a6c10bf5eb6f,海淀区,1
42,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,,北京交通运输职业学院,116.668767,39.868594,0865fb917c3eceedb320a8e1,通州区,1
44,23,91,北京卫生职业学院,4111014395,北京市,北京市,专科,,北京卫生职业学院,116.675206,39.891339,0fd5153f8280222ef7e73bf0,通州区,1
45,23,91,北京卫生职业学院,4111014395,北京市,北京市,专科,,北京卫生职业学院第二院区(玉带河西街),116.656052,39.906631,5ca77ab32beb38a9c61e512d,通州区,1
46,26,124,天津滨海职业学院,4112012484,天津市,天津市,专科,,天津滨海职业学院,117.649642,39.074073,ca25bf47b38c4d06c9fa5f06,滨海新区,1
48,27,125,天津工程职业技术学院,4112012487,天津市,天津市,专科,,天津工程职业技术学院(南校区),117.505054,38.729391,aaea8ab80c86c2a4223bf2ed,滨海新区,1
49,28,126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,,天津渤海职业技术学院,117.369046,39.269084,4fc3161aa24b05a83a13fd0b,北辰区,1
50,28,126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,,天津渤海职业技术学院(友谊路校区),117.21167,39.101465,be54cde9216e3b5978f7963b,河西区,1
51,28,126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,,天津渤海职业技术学院(分院),117.227233,39.07839,2e00c5dd86af461dd7851f39,河西区,1
52,29,127,天津电子信息职业技术学院,4112012720,天津市,天津市,专科,,天津电子信息职业技术学院,117.384125,39.01518,27baea166a28bb531b11d544,津南区,1
53,30,128,天津机电职业技术学院,4112012721,天津市,天津市,专科,,天津机电职业技术学院,117.361094,39.020311,a9c6e4f663e6825202ec01f3,津南区,1
54,31,129,天津现代职业技术学院,4112012722,天津市,天津市,专科,,天津现代职业技术学院,117.374811,39.025674,ba2e94cc5d8ffe9b932ca32e,津南区,1
55,32,130,天津公安警官职业学院,4112012723,天津市,天津市,专科,,天津公安警官职业学院,117.116273,39.009204,bb1d38e4a1d0074c0c0a70f9,西青区,1
56,33,131,天津轻工职业技术学院,4112012732,天津市,天津市,专科,,天津轻工职业技术学院,117.379864,39.028623,5c5d7e98087174ed8bdb7337,津南区,1
57,34,132,天津商务职业学院,4112012788,天津市,天津市,专科,,天津商务职业学院,117.35271,39.01687,8a84ced3ba988c11343a71ce,津南区,1
58,34,132,天津商务职业学院,4112012788,天津市,天津市,专科,,天津商务职业学院(六纬路校区),117.239901,39.11632,1fbe201ccb2b5493373a719a,河东区,1
59,35,133,天津国土资源和房屋职业学院,4112012803,天津市,天津市,专科,,天津国土资源和房屋职业学院,117.46005,38.874855,be1ea5efd3cfb8be14948e20,滨海新区,1
61,36,134,天津医学高等专科学校,4112012880,天津市,天津市,专科,,天津医学高等专科学校,117.294134,39.079677,cd9d05dd46f735b785420e38,河西区,1
62,37,135,天津开发区职业技术学院,4112012881,天津市,天津市,专科,,天津开发区职业技术学院,117.229286,39.116141,fe6bab2e69532ccf6268581e,河西区,1
64,38,136,天津艺术职业学院,4112012882,天津市,天津市,专科,,天津艺术职业学院,117.281455,39.097083,f02ee80243df6c4b2fb96d02,河东区,1
65,38,136,天津艺术职业学院,4112012882,天津市,天津市,专科,,天津艺术职业学院,117.184759,39.095185,d4034eb3412cfaf7c1364480,南开区,1
66,39,137,天津交通职业学院,4112012883,天津市,天津市,专科,,天津交通职业学院,117.083147,39.154957,46e86fdd5915256ed13ce3f8,西青区,1
67,40,138,天津工业职业学院,4112013700,天津市,天津市,专科,,天津工业职业学院,117.121215,39.265674,042e1949eab5354d62685899,北辰区,1
68,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,,天津石油职业技术学院,117.225005,38.849007,550fd5f944d1a878931fc9c1,静海区,1
69,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,,天津石油职业技术学院(西校区),117.180831,38.885014,a9d97034517dba19eee4a53f,静海区,1
72,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,,天津石油职业技术学院(滨海校区),117.505054,38.729391,aaea8ab80c86c2a4223bf2ed,滨海新区,1
73,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,,天津城市职业学院,117.243502,39.155519,50f2faa8b79854c3a0acc458,河东区,1
74,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,,天津城市职业学院(月牙河校区),117.257519,39.173992,595e794c2b0ca4fd220220da,河北区,1
75,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,,天津城市职业学院(南开分院),117.148755,39.150795,23032d86f8a32b5cda2f2845,南开区,1
77,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,,天津城市职业学院(河东分院),117.291217,39.137834,7eb53606c42a49c16fa3cccd,河东区,1
78,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,,天津城市职业学院(红桥分院),117.178627,39.182099,bc75336e089317aefbdc85d4,红桥区,1
79,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,,天津城市职业学院新华分院,117.188709,39.118262,1339d1a767aa9cc7a0acc4ca,和平区,1
81,43,141,天津铁道职业技术学院,4112013863,天津市,天津市,专科,,天津铁道职业技术学院,117.227506,39.176797,0adce3e2f1af156081a00cb2,河北区,1
82,43,141,天津铁道职业技术学院,4112013863,天津市,天津市,专科,,天津铁道职业技术学院(南校区),117.239557,39.170651,6deee308d078ef6b28fc48b3,河北区,1
83,44,142,天津工艺美术职业学院,4112013911,天津市,天津市,专科,,天津工艺美术职业学院(建昌道校区),117.229989,39.180184,f709908a388a93598733046b,河北区,1
84,45,143,天津城市建设管理职业技术学院,4112014020,天津市,天津市,专科,,天津城市建设管理职业技术学院,117.115172,39.198553,b7021bf815ebd3f9f4e73bd0,北辰区,1
86,46,144,天津生物工程职业技术学院,4112014021,天津市,天津市,专科,,天津生物工程职业技术学院,117.548562,39.080591,fa7da3e85e0c256343d63e90,东丽区,1
89,47,145,天津海运职业学院,4112014022,天津市,天津市,专科,,天津海运职业学院,117.371349,39.009034,f3cfca73fd2fff542db96d6b,津南区,1
90,48,146,天津广播影视职业学院,4112014102,天津市,天津市,专科,,天津广播影视职业学院,117.120553,39.126932,ef773a0f6f75ff49220220c2,西青区,1
92,50,148,天津滨海汽车工程职业学院,4112014600,天津市教委,天津市,专科,民办,天津滨海汽车工程职业学院,117.479841,38.994754,91aeb008ba83810b1288243a,津南区,1
93,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,,邯郸职业技术学院,114.517917,36.588547,b292b3aa65dca256be484263,邯山区,1
97,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,,邯郸职业技术学院(滨河校区),114.516606,36.605579,c86716ba8d44f289fe0eb07a,邯山区,1
98,52,211,石家庄职业技术学院,4113011238,河北省,石家庄市,专科,,石家庄职业技术学院,114.413104,38.052708,d991e116452114551f38946f,桥西区,1
99,52,211,石家庄职业技术学院,4113011238,河北省,石家庄市,专科,,石家庄职业技术学院(正定新区新校区),114.667557,38.151935,6f62cb61b80bc4e943d63ea5,正定县,1
100,53,212,张家口职业技术学院,4113011423,河北省,张家口市,专科,,张家口职业技术学院,114.923311,40.737249,4fc3161aef8cd0a93a13fd46,桥东区,1
101,53,212,张家口职业技术学院,4113011423,河北省,张家口市,专科,,张家口职业技术学院教工住宅小区,114.877031,40.826164,bff8fa7d02a0eea0c8213d58,桥西区,1
102,54,213,河北软件职业技术学院,4113012352,河北省,保定市,专科,,河北软件职业技术学院,115.550822,38.873954,de97022c6c74f3dd14c8f639,莲池区,1
103,55,214,河北石油职业技术学院,4113012367,河北省,廊坊市,专科,,河北石油职业技术学院,116.68257,39.530335,d4a0e38e0779d942b04c493d,安次区,1
104,56,215,河北建材职业技术学院,4113012389,河北省,秦皇岛市,专科,,河北建材职业技术学院(西校区),119.565696,39.91747,6d5cd63eafa8450cc8213d65,海港区,1
106,57,216,河北政法职业学院,4113012408,河北省,石家庄市,专科,,河北政法职业学院(新校区),114.469134,38.144471,23116913ed5f78fd734b8764,新华区,1
107,57,216,河北政法职业学院,4113012408,河北省,石家庄市,专科,,河北政法职业学院北院,114.478891,38.150092,adab9517918cc407f219376b,新华区,1
110,58,217,沧州职业技术学院,4113012415,河北省,沧州市,专科,,沧州职业技术学院,116.829903,38.287906,c460342185c29e1fb34c495f,运河区,1
112,58,217,沧州职业技术学院,4113012415,河北省,沧州市,专科,,沧州职业技术学院孟村学院,117.110349,38.057732,35aafc9ac5de044cd8eced9a,孟村回族自治县,1
113,59,218,河北能源职业技术学院,4113012418,河北省,唐山市,专科,,河北能源职业技术学院,118.131407,39.637959,e889a744a1077cb58605bfd0,路北区,1
114,60,219,石家庄铁路职业技术学院,4113012424,河北省,石家庄市,专科,,石家庄铁路职业技术学院,114.533558,38.093999,3b033958ec5a2cd13a04b1ae,长安区,1
115,60,219,石家庄铁路职业技术学院,4113012424,河北省,石家庄市,专科,,石家庄铁路职业技术学院(北校区),114.507974,38.136204,8e95c9df4311326cbe484212,新华区,1
117,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,,保定职业技术学院,115.477046,38.865727,a6c19631ba463f026140a960,竞秀区,1
118,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,,保定职业技术学院(东校区),115.530274,38.876001,b1bd94c53c05d337213bf265,莲池区,1
119,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,,保定职业技术学院(北校区),115.525666,38.886714,4cb8af50e3e04d1472455bfb,莲池区,1
120,62,221,秦皇岛职业技术学院,4113012773,河北省,秦皇岛市,专科,,秦皇岛职业技术学院,119.488218,39.845334,efed8e3bc83d37d1bda2404b,北戴河区,1
123,63,222,石家庄工程职业学院,4113012782,河北省教育厅,石家庄市,专科,民办,石家庄工程职业学院,114.445936,38.176806,64a8bf7de1b3a9665e0d0220,新华区,1
124,65,224,唐山职业技术学院,4113012785,河北省,唐山市,专科,,唐山职业技术学院,118.097355,39.591377,ad258d353ee3ca26cc06a4f9,丰南区,1
125,65,224,唐山职业技术学院,4113012785,河北省,唐山市,专科,,唐山职业技术学院,118.13954,39.629818,a0ba6fafed99d3eca11de9bc,路北区,1
126,65,224,唐山职业技术学院,4113012785,河北省,唐山市,专科,,唐山职业技术学院(韩城校区),118.071051,39.642996,6b0c183902bf46dfa11de9ed,路北区,1
127,66,225,衡水职业技术学院,4113012786,河北省,衡水市,专科,,衡水职业技术学院,115.687471,37.705335,0adce3e2b923dd6180a00c26,桃城区,1
129,67,226,唐山工业职业技术学院,4113012787,河北省,唐山市,专科,,唐山工业职业技术学院(曹妃甸校区),118.575018,39.206763,d42ac90e2754bdcb2b201ab2,曹妃甸区,1
133,68,227,邢台医学高等专科学校,4113012884,河北省,邢台市,专科,,邢台医学高等专科学校,114.468313,37.094756,891cc98cbc6702fb8bdb73ca,信都区,1
134,68,227,邢台医学高等专科学校,4113012884,河北省,邢台市,专科,,邢台医学高等专科学校(皇寺校区),114.373587,37.184956,3d9236d43f4a63c1cafa5f05,信都区,1
135,69,228,河北艺术职业学院,4113012885,河北省,石家庄市,专科,,河北艺术职业学院,114.525139,38.043339,af1ae56b539965124207c16a,长安区,1
136,70,229,河北旅游职业学院,4113012887,河北省,承德市,专科,,河北旅游职业学院(新校区),117.959933,40.908572,3c0ea7c5c3c5c89cfaf0cbbf,双桥区,1
137,71,230,石家庄财经职业学院,4113013070,河北省教育厅,石家庄市,专科,民办,石家庄财经职业学院,114.44225,38.174459,3578be473547646cd618b769,鹿泉区,1
138,71,230,石家庄财经职业学院,4113013070,河北省教育厅,石家庄市,专科,民办,石家庄财经职业学院(卧龙校区),114.289037,38.123487,0f7307b61524b1cfd6b74e88,鹿泉区,1
139,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,,河北交通职业技术学院,114.649481,38.032887,34acabd90b9f7d8ac7f50df7,裕华区,1
140,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,,河北交通职业技术学院(西院),114.457268,38.019602,0ce65c2d22d934582d4733df,桥西区,1
141,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,,河北交通职业技术学院藁城分院,114.835794,38.026254,7524cb4f81136a3404026f4f,藁城区,1
143,73,232,河北化工医药职业技术学院,4113013072,河北省,石家庄市,专科,,河北化工医药职业技术学院,114.609718,37.995841,61fb1f9e1d85fca517b54bc5,裕华区,1
144,74,233,石家庄信息工程职业学院,4113013073,河北省,石家庄市,专科,,石家庄信息工程职业学院(新校区),114.688258,38.156327,5890c1c9f3d78c97095cb35b,藁城区,1
145,75,234,河北对外经贸职业学院,4113013074,河北省,秦皇岛市,专科,,河北对外经贸职业学院,119.434214,39.807276,c7ae490c84ac22ee213bf211,北戴河区,1
146,76,235,保定电力职业技术学院,4113013392,河北省,保定市,专科,,保定电力职业技术学院,115.455847,38.857905,a8c7a1206ca3563633870a57,竞秀区,1
147,77,236,河北机电职业技术学院,4113013393,河北省,邢台市,专科,,河北机电职业技术学院,114.465692,37.101022,befdb29296bd99e186154189,信都区,1
151,79,238,廊坊职业技术学院,4113013395,河北省,廊坊市,专科,,廊坊职业技术学院(西校区),116.688106,39.530415,ea4a3dc997136a2e4e5547f6,安次区,1
152,79,238,廊坊职业技术学院,4113013395,河北省,廊坊市,专科,,廊坊职业技术学院北校区,116.713164,39.550068,c07ef856f25ab32cd0ff2339,广阳区,1
154,79,238,廊坊职业技术学院,4113013395,河北省,廊坊市,专科,,廊坊职业技术学院(文安校区),116.451268,38.871359,fff5f223da156e1f01294f68,文安县,1
155,80,239,唐山科技职业技术学院,4113013396,河北省,唐山市,专科,,唐山科技职业技术学院,118.245074,39.603696,befdb292957b9ae1871541d3,路南区,1
156,81,240,石家庄邮电职业技术学院,4113013397,河北省,石家庄市,专科,,石家庄邮电职业技术学院,114.537472,38.024451,f757e6ee98a86717260bd06a,裕华区,1
157,81,240,石家庄邮电职业技术学院,4113013397,河北省,石家庄市,专科,,石家庄邮电职业技术学院(东校区),114.563832,38.024988,1bf85b252b879ca5a1a93422,裕华区,1
158,82,241,河北公安警察职业学院,4113013398,河北省,石家庄市,专科,,河北公安警察职业学院,114.477684,38.005631,8eb48fa1abb6cfa6f32d836f,桥西区,1
159,83,242,石家庄工商职业学院,4113013399,河北省教育厅,石家庄市,专科,民办,石家庄工商职业学院,114.478545,38.001454,083a55fad3790f79246e9872,桥西区,1
160,84,243,石家庄理工职业学院,4113013400,河北省教育厅,石家庄市,专科,民办,石家庄理工职业学院,114.357694,38.058814,eb74436f8522f71db9df8fcf,鹿泉区,1
164,85,244,石家庄科技信息职业学院,4113013403,河北省教育厅,石家庄市,专科,民办,石家庄科技信息职业学院(灵寿新校区),114.420166,38.313839,4ab3392003165144c16c14d6,灵寿县,1
166,86,245,河北司法警官职业学院,4113013690,河北省,邯郸市,专科,,河北司法警官职业学院,114.495891,36.654522,07f3c8b5c26f96636240a961,丛台区,1
170,87,246,沧州医学高等专科学校,4113013779,河北省,沧州市,专科,,沧州医学高等专科学校,116.810159,38.290571,5fcfcd5088b718a315a190e3,运河区,1
171,88,247,河北女子职业技术学院,4113013822,河北省,石家庄市,专科,,河北女子职业技术学院,114.45535,38.004212,80bcd206075c3b791b11d520,桥西区,1
172,89,248,石家庄医学高等专科学校,4113014018,河北省教育厅,石家庄市,专科,民办,石家庄医学高等专科学校,114.42452,38.267735,b7c83b72213ab97dc9c3db59,灵寿县,1
173,90,249,石家庄经济职业学院,4113014047,河北省教育厅,石家庄市,专科,民办,石家庄经济职业学院,114.559916,38.15306,e284fbcf0238708ac4f50d2f,正定县,1
174,90,249,石家庄经济职业学院,4113014047,河北省教育厅,石家庄市,专科,民办,石家庄经济职业学院(西校区),114.423166,38.066419,1b5f27dcd1c465c315a190e2,桥西区,1
176,91,250,冀中职业学院,4113014103,河北省,保定市,专科,,冀中职业学院,115.008031,38.522351,0566ab1197bc36e4e5073898,定州市,1
179,92,251,石家庄人民医学高等专科学校,4113014158,河北省教育厅,石家庄市,专科,民办,石家庄人民医学高等专科学校,114.461781,37.999187,6ed3083a5589f5b72b3a9f72,桥西区,1
180,93,252,河北正定师范高等专科学校,4113014185,河北省,石家庄市,专科,,河北正定师范高等专科学校,114.574559,38.168476,fc059a534e584b2a112935af,正定县,1
181,93,252,河北正定师范高等专科学校,4113014185,河北省,石家庄市,专科,,河北正定师范高等专科学校(南校区),114.642055,38.012466,24b00b937d6939988bfc0637,裕华区,1
182,94,253,河北劳动关系职业学院,4113014208,河北省,石家庄市,专科,,河北劳动关系职业学院,114.463955,37.995326,5b25f446e502db9711293581,鹿泉区,1
183,95,254,石家庄科技职业学院,4113014213,河北省教育厅,石家庄市,专科,民办,石家庄科技职业学院,114.698924,38.042483,0dc3d82da1b55e6d74e5b682,藁城区,1
185,96,255,沧州幼儿师范高等专科学校,4113014259,河北省,沧州市,专科,,沧州幼儿师范高等专科学校,116.5776,38.082711,41572e0047d814b4b55f1e9f,泊头市,1
186,97,256,宣化科技职业学院,4113014260,河北省,张家口市,专科,,宣化科技职业学院(西区),115.058595,40.627111,a345ac07ede838ca3a13fde3,宣化区,1
187,97,256,宣化科技职业学院,4113014260,河北省,张家口市,专科,,宣化科技职业学院(东校区),115.073584,40.624355,662aed9460f626b9ab175a9d,宣化区,1
190,98,257,廊坊燕京职业技术学院,4113014280,河北省,廊坊市,专科,,廊坊燕京职业技术学院,116.99671,39.976942,30c818eafb9d70fe01294f42,三河市,1
191,99,258,承德护理职业学院,4113014281,河北省,承德市,专科,,承德护理职业学院,117.960437,40.957721,ca0f1cb0e9cb411ec9c3db06,双桥区,1
192,101,260,廊坊卫生职业学院,4113014335,河北省,廊坊市,专科,,廊坊卫生职业学院,116.742221,39.615064,6ff8b90eede0188929fc4878,广阳区,1
193,102,261,河北轨道运输职业技术学院,4113014396,河北省,石家庄市,专科,,河北轨道运输职业技术学院(西校区),114.482012,38.062119,97066f0f9c7b720c71210b11,新华区,1
194,102,261,河北轨道运输职业技术学院,4113014396,河北省,石家庄市,专科,,河北轨道运输职业技术学院(东校区),114.706274,38.024715,ea76a50b1fc36df79a0050fc,藁城区,1
195,103,262,保定幼儿师范高等专科学校,4113014460,河北省,保定市,专科,,保定幼儿师范高等专科学校(定兴校区),115.816372,39.273602,c9ce112ffa33c625901fc9eb,定兴县,1
